,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,SGS,B1,New,Others,biostatistics,Clear,2009-09-01,2009-09-15,14,detail
1,Sunshine,H1,Renewal,BeiJing,chemistry,Clear,2009-09-01,2009-09-18,17,detail
2,jim,H4,Renewal,BeiJing,management,Clear,2009-09-01,2009-09-18,17,detail
3,Yang,J1,New,BeiJing,Chemistry,Clear,2009-09-01,2009-09-18,17,detail
4,zhongmy,F1,Renewal,BeiJing,Applied Mathematics,Clear,2009-09-01,2009-09-18,17,detail
5,frank_min,B1,New,ShangHai,EE,Clear,2009-09-02,2009-09-18,16,detail
6,chen,H4,New,ShangHai,Biochemistry,Clear,2009-09-02,2009-09-04,2,detail
7,HJ,H1,New,Europe,Chemistry,Clear,2009-09-02,2009-09-18,16,detail
8,wk,H1,New,ShangHai,material eng.,Clear,2009-09-02,2009-09-18,16,detail
9,christine9312,J1,New,BeiJing,EECS,Clear,2009-09-03,2009-09-18,15,detail
10,qw,F1,New,BeiJing,N/A,Pending,2009-09-03,0000-00-00,3450,detail
11,lijiheng638,B1,New,BeiJing,Materials Science,Clear,2009-09-03,2009-09-22,19,detail
12,kevin,B1,New,BeiJing,N/A,Reject,2009-09-03,2009-10-19,46,detail
13,Frank,H1,New,ShangHai,CS,Clear,2009-09-04,2009-09-19,15,detail
14,ye,J1,New,ShangHai,Neurology,Clear,2009-09-04,2009-09-22,18,detail
15,oneweek,H1,Renewal,BeiJing,EE,Clear,2009-09-04,2009-09-22,18,detail
16,dbab,H1,Renewal,BeiJing,biochemistry,Clear,2009-09-04,2009-09-22,18,detail
17,xlejt,H1,Renewal,BeiJing,CS,Clear,2009-09-04,2009-09-22,18,detail
18,osmaker,B1,New,BeiJing,Computer Architecture,Clear,2009-09-04,2009-09-22,18,detail
19,MYG895,H1,Renewal,BeiJing,MBA,Clear,2009-09-04,2009-10-20,46,detail
20,fuxiama,H1,New,BeiJing,N/A,Clear,2009-09-04,2010-04-22,230,detail
21,gareth,B1,New,ShangHai,BioMechanics,Clear,2009-09-07,2009-09-26,19,detail
22,Jeck,F1,Renewal,BeiJing,Physics,Clear,2009-09-08,2009-10-08,30,detail
23,beyondshf,J1,New,ChengDu,Optics,Clear,2009-09-08,2009-09-29,21,detail
24,tangjie1981,H1,Renewal,BeiJing,Medical Physics,Clear,2009-09-08,2009-09-24,16,detail
25,lirisun,F1,Renewal,BeiJing,EE,Clear,2009-09-08,2009-09-24,16,detail
26,copper,H1,New,Others,CS,Clear,2009-09-09,2009-09-23,14,detail
27,ChE,H1,Renewal,BeiJing,Chemical Engineering,Clear,2009-09-09,2009-11-09,61,detail
