,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,jsah,J1,New,ShangHai,CS,Clear,2015-06-01,2015-07-16,45,detail
1,fred00510,F1,New,ShangHai,Biology,Pending,2015-06-01,0000-00-00,1353,detail
2,luck,F1,New,BeiJing,CS,Clear,2015-06-01,2015-07-24,53,detail
3,lvyachao,F1,Renewal,ShangHai,Computer Science,Clear,2015-06-01,2015-07-24,53,detail
4,haha,H4,New,GuangZhou,Bio,Clear,2015-06-01,2015-07-24,53,detail
5,AA,F1,New,ShangHai,Biology,Clear,2015-06-01,2015-07-14,43,detail
6,poloyao,H1,Renewal,BeiJing,Materials,Clear,2015-06-01,2015-07-13,42,detail
7,misslaura,F1,New,BeiJing,Robotics,Clear,2015-06-01,2015-07-15,44,detail
8,pxstar,B1,New,ShangHai,veterinary medicine,Pending,2015-06-01,0000-00-00,1353,detail
9,yangdawei,F1,New,BeiJing,Computer Science & Engine,Clear,2015-06-01,2015-07-27,56,detail
10,yzheng624,F1,New,BeiJing,Computer Science,Clear,2015-06-01,2015-07-27,56,detail
11,VanieGao,F1,Renewal,BeiJing,Mechanical engineering,Clear,2015-06-01,2015-07-24,53,detail
12,eagle1992,F1,Renewal,BeiJing,Physics,Clear,2015-06-01,2015-07-21,50,detail
13,ppuliu,F1,Renewal,BeiJing,Computer Science,Clear,2015-06-01,2015-07-13,42,detail
14,E29555575,F1,New,ShangHai,Aero & Astro Eng,Reject,2015-06-01,2016-01-15,228,detail
15,AA0051K3S0,B1,New,ShangHai,electrical engineering,Clear,2015-06-01,2015-07-14,43,detail
16,Cynthia,J1,New,BeiJing,Chemistry,Pending,2015-06-01,0000-00-00,1353,detail
17,changty_6,J1,New,BeiJing,Materials Physics,Clear,2015-06-01,2015-06-27,26,detail
18,AA123456,F1,New,BeiJing,EE,Clear,2015-06-01,2015-07-08,37,detail
19,heqisun,F1,New,ShangHai,MBA (Undergrad Chemistry),Clear,2015-06-01,2015-07-30,59,detail
20,ssgyf,H1,Renewal,GuangZhou,biology,Clear,2015-06-01,2015-07-27,56,detail
21,AA00511K2Q,B1,New,ShangHai,Preventive Veterinary Med,Pending,2015-06-01,0000-00-00,1353,detail
22,AA00510YMA,B1,New,ShangHai,Preventive Veterinary Med,Pending,2015-06-01,0000-00-00,1353,detail
23,wxc0100101100,F1,New,Europe,Robotics,Clear,2015-06-01,2015-08-03,63,detail
24,wmw,J1,New,GuangZhou,CS,Clear,2015-06-01,2015-07-11,40,detail
25,journey880,F1,Renewal,ShangHai,EE,Clear,2015-06-01,2014-07-24,-312,detail
26,ch,B1,Renewal,ShangHai,Chemistry,Clear,2015-06-01,2015-08-13,73,detail
27,AA0050OJ5M,F1,Renewal,BeiJing,Biology,Clear,2015-06-01,2015-08-05,65,detail
28,AA0051JX84,F1,New,BeiJing,Biostatistics,Clear,2015-06-01,2015-07-27,56,detail
29,AA0051JX84,F1,New,BeiJing,Biostatistics,Pending,2015-06-01,0000-00-00,1353,detail
30,Qualcomm,F1,New,BeiJing,Chemistry,Clear,2015-06-01,2015-08-26,86,detail
31,princessbutton,F1,Renewal,Montreal,Conflict Analysis and Dis,Clear,2015-06-01,2015-06-30,29,detail
32,ustc1234,F1,Renewal,GuangZhou,Physics,Pending,2015-06-01,0000-00-00,1353,detail
33,ivan6209,F1,Renewal,BeiJing,N/A,Clear,2015-06-01,2015-07-24,53,detail
34,AA00000000,F1,New,ShenYang,nuclear engineering,Pending,2015-06-01,0000-00-00,1353,detail
35,huozhu77,F1,New,ShangHai,Neuro,Clear,2015-06-01,2015-07-24,53,detail
36,Enshi_2015,F1,Renewal,GuangZhou,"Physics, Computational Ma",Clear,2015-06-01,2015-07-29,58,detail
37,GongYT,F1,New,ShangHai,Chemical Engineering,Clear,2015-06-01,2015-07-24,53,detail
38,sym11,F1,New,BeiJing,Computational Biology,Pending,2015-06-01,0000-00-00,1353,detail
39,TTQQ,F1,New,ShangHai,N/A,Pending,2015-06-01,0000-00-00,1353,detail
40,kaojichi,F1,New,BeiJing,CS,Pending,2015-06-01,0000-00-00,1353,detail
41,zyy,F1,New,BeiJing,Biomedical engineering,Clear,2015-06-01,2015-07-02,31,detail
42,kky,F1,New,BeiJing,Bioengineering,Clear,2015-06-01,2015-07-13,42,detail
43,AA0050,B1,New,BeiJing,biology,Clear,2015-06-01,2015-08-21,81,detail
44,X.Zhang,F1,New,GuangZhou,Chemical Engineering,Clear,2015-06-02,2015-08-04,63,detail
45,dmj1500,F1,New,ShangHai,Mechanical Engineering,Clear,2015-06-02,2015-08-29,88,detail
46,AA0052B836,J1,New,BeiJing,Biology,Clear,2015-06-02,2015-07-27,55,detail
47,taiyaa,F1,Renewal,ShangHai,ME,Clear,2015-06-02,2015-07-29,57,detail
48,Lynee,J1,New,ShangHai,microbiology,Clear,2015-06-02,2015-08-13,72,detail
