,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,seesea10,H1,Renewal,ShangHai,Mechanical engineering,Clear,2016-12-01,2017-01-04,34,detail
1,illusory,H1,New,ShangHai,N/A,Clear,2016-12-01,2017-01-05,35,detail
2,shshiheng,B1,New,BeiJing,Computer Science,Clear,2016-12-01,2017-01-09,39,detail
3,ZeusCaesar,B1,New,BeiJing,N/A,Clear,2016-12-01,2017-01-06,36,detail
4,skcus,H1,New,ShangHai,EE,Clear,2016-12-01,2017-01-06,36,detail
5,nwwxx,B2,New,ShangHai,sociology,Clear,2016-12-01,2016-12-15,14,detail
6,20days,J1,New,BeiJing,biochemistry and molecula,Clear,2016-12-01,2017-01-11,41,detail
7,yhai,B2,New,GuangZhou,CS,Clear,2016-12-01,2017-01-07,37,detail
8,Biochemistry,J1,Renewal,ShangHai,Biochemistry and molecula,Clear,2016-12-01,2017-01-04,34,detail
9,Lucky77,B2,New,BeiJing,Chemistry,Clear,2016-12-01,2017-01-18,48,detail
10,dec012016,H4,Renewal,Kolkata,Biotechnology,Clear,2016-12-01,2017-01-05,35,detail
11,H1,H1,Renewal,ShangHai,EE,Clear,2016-12-01,2017-01-05,35,detail
12,john,B2,New,GuangZhou,Mechanical engineering,Clear,2016-12-01,2017-01-04,34,detail
13,wakaka,H1,New,ShenYang,Pharm Sci,Clear,2016-12-01,2017-01-05,35,detail
14,andychihai,B1,New,Europe,food science,Pending,2016-12-02,0000-00-00,803,detail
15,crazyzlj,B1,New,BeiJing,Geographical Information,Clear,2016-12-02,2017-01-18,47,detail
16,nannanananan,B1,New,BeiJing,analytical chemistry,Clear,2016-12-02,2017-01-09,38,detail
17,Gevin,F1,Renewal,ShangHai,EE,Clear,2016-12-02,2017-01-05,34,detail
18,Berry,B2,New,BeiJing,Engineering,Pending,2016-12-02,0000-00-00,803,detail
19,xliuc,F1,Renewal,BeiJing,Software Engineering,Clear,2016-12-04,2017-01-03,30,detail
20,zhuxiang,H1,New,BeiJing,Mechanical Engineering,Clear,2016-12-05,2017-01-12,38,detail
21,nancyzhang,H1,New,BeiJing,Analytical Chemistry,Clear,2016-12-05,2017-01-09,35,detail
22,Yixin,J1,New,BeiJing,Biochemistry and molecula,Clear,2016-12-05,2017-01-09,35,detail
23,ljfjyl,F1,Renewal,ShenYang,Chemical Engineering,Clear,2016-12-05,2016-12-22,17,detail
24,zyc9920,F1,Renewal,ShangHai,Chemistry,Clear,2016-12-05,2017-01-06,32,detail
25,jc_168,H1,New,Quebec,Electrical Engineering,Clear,2016-12-05,2017-01-10,36,detail
26,luckyc,F1,New,GuangZhou,computer science,Clear,2016-12-05,2017-01-04,30,detail
27,JJJ,H1,New,ShangHai,Chemical Engineering,Clear,2016-12-05,2017-01-06,32,detail
28,neteru,H1,New,BeiJing,CS,Clear,2016-12-05,2017-01-09,35,detail
29,Anan,F1,Renewal,ShangHai,chemical engineering,Clear,2016-12-05,2017-01-05,31,detail
30,aaaaaa,F1,Renewal,BeiJing,CS,Clear,2016-12-05,2017-01-03,29,detail
31,legendary,H1,New,GuangZhou,Mechanical Engineering,Clear,2016-12-05,2017-01-05,31,detail
32,blscanoe,H4,New,BeiJing,Materials Science,Clear,2016-12-05,2017-01-09,35,detail
33,shine,H1,New,BeiJing,CS,Clear,2016-12-05,2017-01-09,35,detail
34,THmm,F1,Renewal,ShangHai,Physics,Clear,2016-12-05,2017-01-05,31,detail
