,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,Song,F2,New,ChengDu,EE,Clear,2011-04-04,2011-04-27,23,detail
1,SAN,B1,Renewal,Europe,EE,Clear,2011-04-05,2011-04-18,13,detail
2,pepsi601,J1,New,Others,CS,Clear,2011-04-05,2011-04-18,13,detail
3,mooloo,L1,New,BeiJing,N/A,Clear,2011-04-06,2011-04-27,21,detail
4,nk,J1,Renewal,BeiJing,Chemistry,Clear,2011-04-06,2011-04-15,9,detail
5,Christine1,B2,New,ShangHai,Business English,Pending,2011-04-07,0000-00-00,2869,detail
6,aaa,H1,New,ShangHai,biology,Pending,2011-04-07,0000-00-00,2869,detail
7,wen,B1,New,ShangHai,mechanic airplane,Clear,2011-04-08,2011-05-06,28,detail
8,abs,H1,New,ChengDu,CS,Clear,2011-04-08,2011-05-12,34,detail
9,llib,F1,Renewal,Toronto,EE,Clear,2011-04-11,2011-05-02,21,detail
10,su4yuan2,F1,New,ShangHai,Biomedical Engineering,Clear,2011-04-11,2011-04-30,19,detail
11,nvashani,H1,Renewal,NewDelhi,N/A,Pending,2011-04-11,0000-00-00,2865,detail
12,iamhipo,J1,New,BeiJing,Biology,Clear,2011-04-13,2011-04-29,16,detail
13,reddyssp,H1,New,Chennai,IT,Pending,2011-04-13,0000-00-00,2863,detail
14,tinyguylouis,L1,New,ShangHai,CS,Clear,2011-04-13,2011-05-05,22,detail
15,aapig,H1,New,BeiJing,biology,Clear,2011-04-13,2011-04-14,1,detail
16,gemesis,H1,New,ShangHai,molecular biology,Clear,2011-04-14,2011-05-12,28,detail
17,Jane,F1,New,BeiJing,Chemistry,Clear,2011-04-14,2011-04-28,14,detail
18,facile,F1,New,BeiJing,Material Engineering,Clear,2011-04-14,2011-04-28,14,detail
19,guoyanzx,J1,New,ShangHai,pharmacology,Clear,2011-04-14,2011-05-07,23,detail
20,boyaq,J2,New,ShangHai,Agricultural Mechnization,Clear,2011-04-14,2011-05-18,34,detail
21,plridg,F1,New,Europe,computer science,Clear,2011-04-15,2011-05-16,31,detail
22,ankiny,L1,Renewal,ChengDu,CS,Clear,2011-04-15,2011-05-10,25,detail
23,Han,F1,New,BeiJing,Information Science,Clear,2011-04-15,2011-05-06,21,detail
24,warmgreen,B2,New,ShangHai,Finance,Clear,2011-04-15,2011-05-25,40,detail
25,Double,J1,New,ChengDu,Medical Imaging,Clear,2011-04-18,2011-05-09,21,detail
26,Renee,B2,New,Montreal,Computer Science,Pending,2011-04-18,0000-00-00,2858,detail
27,gracing,J1,Renewal,BeiJing,Neuroscience,Clear,2011-04-19,2011-05-03,14,detail
28,30716160,F1,New,BeiJing,ECE,Clear,2011-04-19,2011-05-06,17,detail
29,grandma0505,B1,New,ShangHai,bussiness,Clear,2011-04-19,2011-05-12,23,detail
30,feiniao86,B1,New,ShangHai,airplane,Clear,2011-04-20,2011-05-04,14,detail
31,mruan,F1,Renewal,ShangHai,Genetics,Clear,2011-04-20,2011-05-13,23,detail
32,heals,H1,New,ShenYang,Surgery,Clear,2011-04-20,2011-05-06,16,detail
33,soranda,J1,New,GuangZhou,Chemistry,Clear,2011-04-21,2011-05-10,19,detail
34,dramalin,J1,New,Chennai,Microbiology,Clear,2011-04-21,2011-05-17,26,detail
35,Biothinker,F1,Renewal,BeiJing,Biomedical sciences,Clear,2011-04-21,2011-04-22,1,detail
36,kikie,J1,New,ShangHai,cell biology,Clear,2011-04-22,2011-05-21,29,detail
37,miaomiao,J1,New,ShangHai,neuroscience,Clear,2011-04-25,2011-05-13,18,detail
38,lowai,F1,Renewal,ShangHai,computer science,Clear,2011-04-25,2011-05-11,16,detail
39,chujiacheng2,F1,New,GuangZhou,CS,Clear,2011-04-25,2011-05-25,30,detail
40,Kan,J1,New,ShangHai,Biology,Clear,2011-04-25,2011-05-17,22,detail
41,eating,B1,New,ShangHai,N/A,Pending,2011-04-25,0000-00-00,2851,detail
42,gillian,J2,Renewal,ShangHai,biology,Clear,2011-04-25,2011-05-26,31,detail
43,mandycheung,J2,New,BeiJing,Electrical Physics,Clear,2011-04-25,2011-06-28,64,detail
44,chvlyl,F1,New,HongKong,Bioinformatics,Clear,2011-04-26,2011-05-09,13,detail
45,tango,F1,New,Toronto,Industrial Engineering,Reject,2011-04-26,2011-06-30,65,detail
46,flying,J1,New,GuangZhou,biology,Clear,2011-04-26,2011-05-18,22,detail
47,vivekvikash,H1,Renewal,NewDelhi,B.E. Civil,Pending,2011-04-26,0000-00-00,2850,detail
48,201111094012,B1,New,Others,N/A,Pending,2011-04-26,0000-00-00,2850,detail
49,lansin,F1,New,ShenYang,Environmental Science,Clear,2011-04-27,2011-05-24,27,detail
50,dicky001,F1,New,BeiJing,materials science,Clear,2011-04-27,2011-05-16,19,detail
51,Grace,F1,New,ShangHai,Molecular and Development,Clear,2011-04-28,2011-05-22,24,detail
52,Yu,F1,Renewal,GuangZhou,epi,Clear,2011-04-28,2011-05-20,22,detail
53,Yin,F1,New,ShangHai,Chemistry,Clear,2011-04-28,2011-05-27,29,detail
54,faye923,J2,New,BeiJing,chemistry,Clear,2011-04-28,2011-05-13,15,detail
55,liuysnk,J1,New,BeiJing,chemistry,Clear,2011-04-28,2011-05-13,15,detail
56,catlet,F1,New,GuangZhou,Biomedical Engineering,Clear,2011-04-28,2011-05-20,22,detail
57,JoyLuck,B1,New,ShangHai,EE,Clear,2011-04-28,2011-05-17,19,detail
58,percephone G,F1,New,BeiJing,Polymer/Plastics Science,Clear,2011-04-28,2011-05-13,15,detail
59,tomato,F1,New,BeiJing,CS,Clear,2011-04-28,2011-05-13,15,detail
60,Numbslayer,H1,New,GuangZhou,CS,Clear,2011-04-28,2011-05-18,20,detail
61,bly,B1,New,ShangHai,EE,Clear,2011-04-28,2011-05-17,19,detail
62,F1,F1,New,BeiJing,Environmental Engineering,Clear,2011-04-29,2011-05-20,21,detail
63,Epicure82,F1,New,ShenYang,EE,Pending,2011-04-29,0000-00-00,2847,detail
64,kokoro,B1,New,Toronto,EE,Clear,2011-04-29,2011-05-18,19,detail
65,vivian,F1,Renewal,ShangHai,biomedical science,Clear,2011-04-29,2011-05-17,18,detail
