,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,Villa09,J1,New,ShenYang,Material Chemistry,Clear,2009-06-01,2009-06-08,7,detail
1,yang,F1,New,ChengDu,CS,Clear,2009-06-01,2009-06-19,18,detail
2,lcmingsc,F1,New,ShangHai,Materials Science,Clear,2009-06-01,2009-06-17,16,detail
3,idreamer,F1,New,BeiJing,EE,Clear,2009-06-01,2009-06-17,16,detail
4,Ginsberg,F1,New,BeiJing,ECE,Clear,2009-06-01,2009-06-17,16,detail
5,hu,F1,Renewal,ChengDu,EE,Clear,2009-06-01,2009-07-01,30,detail
6,tomato111,J1,New,Europe,chemistry,Clear,2009-06-01,2009-07-13,42,detail
7,flymoon,H1,New,Europe,CS,Clear,2009-06-01,2009-07-01,30,detail
8,telebankmm,B1,New,HongKong,CS,Clear,2009-06-01,2009-06-16,15,detail
9,Kelephant,F1,New,BeiJing,CS,Clear,2009-06-01,2009-06-17,16,detail
10,tsay,F1,New,ChengDu,Electrical Engineering,Clear,2009-06-01,2009-06-19,18,detail
11,suzanne,F1,Renewal,ShangHai,chem,Clear,2009-06-01,2009-06-18,17,detail
12,zlzzx,F1,New,GuangZhou,Biological Engineering,Clear,2009-06-01,2009-07-08,37,detail
13,dacongy,F1,New,ShangHai,Computer Science,Clear,2009-06-01,2009-06-17,16,detail
14,kiddy,F1,New,BeiJing,CS,Clear,2009-06-01,2009-07-31,60,detail
15,snowblink,F1,Renewal,Toronto,physics,Clear,2009-06-01,2009-07-06,35,detail
16,evantong,F1,New,BeiJing,ME,Clear,2009-06-02,2009-06-17,15,detail
17,vigo332,F1,New,BeiJing,MSE,Clear,2009-06-02,2009-07-31,59,detail
18,xllsky,F1,New,ShenYang,CS,Clear,2009-06-02,2009-08-18,77,detail
19,Oceanian,F1,New,BeiJing,Computer Science(CS),Clear,2009-06-03,2009-06-18,15,detail
20,struggle,F1,New,ShangHai,Computational Physics,Pending,2009-06-03,0000-00-00,3542,detail
21,humanzh,F1,New,ShangHai,Physics,Clear,2009-06-03,2009-06-18,15,detail
22,Alvin.Zhang,F1,New,ShangHai,C.S.,Clear,2009-06-03,2009-06-19,16,detail
23,Maggie,F1,New,BeiJing,Electrical Engineering,Clear,2009-06-03,2009-06-18,15,detail
24,darwin007,F1,New,GuangZhou,Biological and Biomedical,Clear,2009-06-03,2009-06-23,20,detail
25,zhangzzh,H1,New,Europe,CS,Clear,2009-06-03,2009-07-31,58,detail
26,KKTT1987,F1,New,ShangHai,ECE,Clear,2009-06-03,2009-06-18,15,detail
27,Superrei,F1,Renewal,BeiJing,CS,Clear,2009-06-04,2009-06-19,15,detail
28,chencheng,F1,New,ChengDu,Electrical Engineering,Clear,2009-06-04,2009-06-30,26,detail
29,linsea,F1,New,BeiJing,GIS,Clear,2009-06-04,2009-06-18,14,detail
30,cathyryw,J1,New,GuangZhou,Biochemistry and Microbio,Clear,2009-06-04,2009-06-26,22,detail
31,Sophie,F1,Renewal,ChengDu,CS,Clear,2009-06-04,2009-06-30,26,detail
32,buaawmq,J1,New,BeiJing,ME,Clear,2009-06-04,2009-07-31,57,detail
33,guleiss,J1,New,Europe,ME,Clear,2009-06-04,2009-07-27,53,detail
34,hotgly,J1,New,ShangHai,Biology,Clear,2009-06-05,2009-07-23,48,detail
35,stonechen,H1,New,ChengDu,Biochemistry,Clear,2009-06-05,2009-06-30,25,detail
36,shanyang,H1,New,ChengDu,Biomedical Engineering,Clear,2009-06-05,2009-06-30,25,detail
37,mo01,F1,New,BeiJing,Computer Science,Clear,2009-06-05,2009-09-01,88,detail
38,happy2009,H1,Renewal,ShangHai,biochemistry,Clear,2009-06-05,2009-06-25,20,detail
39,开心的水,J1,New,BeiJing,Biochemisty and Molecular,Clear,2009-06-05,2009-06-22,17,detail
