,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,comefly,H1,New,Others,Life sciences,Clear,2010-10-04,2010-11-26,53,detail
1,baifaheipi,J1,New,Europe,Mechanical Engineering,Reject,2010-10-04,2010-10-25,21,detail
2,Hover,H1,New,Others,Microelectronics,Clear,2010-10-05,2010-11-04,30,detail
3,jijunlin,H1,Renewal,Others,Systems Engineering,Pending,2010-10-05,0000-00-00,3053,detail
4,xure,H1,New,ShangHai,pharmacology,Clear,2010-10-06,2010-10-22,16,detail
5,Albertwong,J1,New,BeiJing,Computer Science,Clear,2010-10-06,2010-10-20,14,detail
6,Neshanghai,F1,New,ShangHai,Nuclear Engineering,Clear,2010-10-06,2010-10-25,19,detail
7,hqhqyy,B1,New,ShangHai,ee,Clear,2010-10-08,2010-10-15,7,detail
8,maldiniyan,H1,New,ShangHai,Microbiology,Clear,2010-10-08,2010-11-04,27,detail
9,tttt,F1,Renewal,ShangHai,Physics,Clear,2010-10-08,2010-11-04,27,detail
10,qinfujun,J1,New,ShangHai,biochemistry and molecula,Clear,2010-10-12,2010-10-28,16,detail
11,flypeter,H1,New,ShangHai,Biology,Clear,2010-10-12,2010-11-02,21,detail
12,cathy,J1,Renewal,ChengDu,biomed,Pending,2010-10-12,0000-00-00,3046,detail
13,hlz271100,J1,New,BeiJing,N/A,Clear,2010-10-13,2010-11-03,21,detail
14,taoweijia,J1,New,ShangHai,pharmaceutical scicence,Clear,2010-10-13,2010-12-03,51,detail
15,wisedoor,H1,Renewal,ShangHai,Bioengineering,Clear,2010-10-13,2010-10-27,14,detail
16,zzzz,J1,Renewal,BeiJing,biomed,Clear,2010-10-13,2010-11-03,21,detail
17,life,B1,New,BeiJing,EE,Clear,2010-10-13,2011-10-26,378,detail
18,Bestwishes,J1,New,BeiJing,Biology,Clear,2010-10-13,2010-11-04,22,detail
19,taoweijia,J1,New,ShangHai,pharmaceutical science,Pending,2010-10-13,0000-00-00,3045,detail
20,murdfire,F1,New,GuangZhou,Physics,Clear,2010-10-14,2010-11-09,26,detail
21,twang,B1,Renewal,BeiJing,EE,Clear,2010-10-14,2010-11-04,21,detail
22,fangdiandian,J1,New,ChengDu,chemical biology,Clear,2010-10-14,2010-11-12,29,detail
23,fionatsea,B2,New,BeiJing,N/A,Clear,2010-10-14,2011-07-25,284,detail
24,xuxf,J1,New,BeiJing,Chemical Engineering,Clear,2010-10-15,2010-11-05,21,detail
25,cpuzhang,J1,New,ShangHai,pharmacology,Clear,2010-10-15,2010-11-08,24,detail
26,carpentli,B1,New,BeiJing,N/A,Clear,2010-10-15,2010-11-03,19,detail
27,jd,H1,Renewal,ShangHai,Pharmaceutics,Clear,2010-10-18,2010-11-09,22,detail
28,hello,H1,Renewal,Toronto,chemistry,Clear,2010-10-18,2010-11-19,32,detail
29,nice sunny,J1,New,ShangHai,biology,Clear,2010-10-18,2010-11-08,21,detail
30,skyislimit,J1,New,BeiJing,Mechanical Engineering,Clear,2010-10-18,2010-11-05,18,detail
31,chengwang,H1,Renewal,BeiJing,EE,Clear,2010-10-18,2010-11-09,22,detail
32,xyz32310,H1,Renewal,ShangHai,Chemical Engineering,Clear,2010-10-18,2010-11-16,29,detail
33,tommywoo,J1,New,BeiJing,Biology,Clear,2010-10-19,2010-11-09,21,detail
34,yaya836,J1,New,BeiJing,atomospehric physics and,Clear,2010-10-19,2010-11-05,17,detail
35,sdyqm,J1,New,BeiJing,mechanics,Clear,2010-10-19,2010-11-09,21,detail
36,benjaminv,J1,New,Europe,Geology,Clear,2010-10-19,2010-11-16,28,detail
37,lippo,F1,New,BeiJing,B2,Clear,2010-10-19,2011-02-01,105,detail
38,ccmonicayz,H1,New,ShenYang,Telecommunication,Clear,2010-10-20,2010-11-09,20,detail
39,poiuyqaz,J1,New,ShenYang,agricultural engineering,Clear,2010-10-20,2010-11-18,29,detail
40,ericcs,F1,Renewal,Tijuana,Electrical Engineering,Clear,2010-10-20,2010-12-06,47,detail
41,sunmay,J1,New,ShangHai,microbiology,Clear,2010-10-20,2010-11-25,36,detail
42,G44327327,J1,New,ShenYang,N/A,Clear,2010-10-20,2010-11-10,21,detail
43,No,J1,New,BeiJing,MSE,Pending,2010-10-20,0000-00-00,3038,detail
44,B2,B2,New,BeiJing,N/A,Pending,2010-10-20,0000-00-00,3038,detail
45,ireneki,F1,New,ShangHai,Biomedical Engineering,Clear,2010-10-21,2010-11-09,19,detail
46,zsgandy,B1,Renewal,ChengDu,Material Science,Clear,2010-10-21,2010-11-08,18,detail
47,guangzhou,H1,New,GuangZhou,EE,Pending,2010-10-21,0000-00-00,3037,detail
48,TPCZ,J1,New,ShangHai,Biomedical Engineering,Clear,2010-10-21,2010-11-12,22,detail
49,beijingB2,B2,New,BeiJing,CS,Clear,2010-10-21,2011-01-01,72,detail
50,N95,H1,New,BeiJing,N/A,Clear,2010-10-21,2010-11-12,22,detail
51,bigfamily,J1,New,BeiJing,CS,Clear,2010-10-21,2010-12-01,41,detail
