,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,kyungpa1,F1,New,ShenYang,N/A,Pending,2012-06-01,0000-00-00,2448,detail
1,oldboy,J1,New,BeiJing,CS,Clear,2012-06-01,2013-05-14,347,detail
2,Lincus,F1,New,BeiJing,Computer Engineering,Clear,2012-06-01,2012-06-20,19,detail
3,Liu,F1,New,BeiJing,Earth Science,Clear,2012-06-01,2012-07-13,42,detail
4,Maverickr,J1,New,BeiJing,CS,Pending,2012-06-01,0000-00-00,2448,detail
5,Li,F1,New,GuangZhou,Chem,Clear,2012-06-01,2012-07-06,35,detail
6,rockaa,J1,New,BeiJing,Physics,Clear,2012-06-01,2012-07-13,42,detail
7,psutflggg,F1,New,BeiJing,Physics,Clear,2012-06-01,2012-06-21,20,detail
8,basidigua,F1,New,BeiJing,Bioengineering,Clear,2012-06-01,2012-07-06,35,detail
9,businiao,F1,New,BeiJing,ME-MEMS,Clear,2012-06-01,2012-07-13,42,detail
10,eve,F1,New,BeiJing,EE,Clear,2012-06-01,2012-07-13,42,detail
11,Rachelmay,F1,Renewal,BeiJing,polymer,Clear,2012-06-01,2012-06-21,20,detail
12,Polymer,H1,New,BeiJing,Polymer,Clear,2012-06-01,2012-06-20,19,detail
13,rainnight,F1,New,BeiJing,EE,Clear,2012-06-01,2012-07-06,35,detail
14,ual3iw,F1,New,BeiJing,ECE,Clear,2012-06-01,2012-07-13,42,detail
15,smat,F1,New,BeiJing,Computer Security,Clear,2012-06-01,2012-07-06,35,detail
16,小屁孩儿,F1,Renewal,BeiJing,Computer Science,Clear,2012-06-01,2012-06-12,11,detail
17,zmamber,F1,New,BeiJing,Chemistry,Clear,2012-06-04,2012-06-26,22,detail
18,polo,B1,New,GuangZhou,Payment,Clear,2012-06-04,2012-07-11,37,detail
19,guoxinfei,F1,Renewal,BeiJing,Computer Engineering,Clear,2012-06-04,2012-06-20,16,detail
20,Sue,F1,New,BeiJing,Chemical Engineering,Clear,2012-06-04,2012-07-05,31,detail
21,james,F1,New,BeiJing,EE,Clear,2012-06-04,2012-06-26,22,detail
22,ruru,F1,New,GuangZhou,Physics,Clear,2012-06-04,2012-07-02,28,detail
23,G49133451,F1,New,GuangZhou,Computer and Information,Clear,2012-06-04,2012-06-27,23,detail
24,troublefood,F1,New,ShangHai,Electrical and Computer E,Clear,2012-06-04,2012-06-30,26,detail
25,guoxinfei,F1,New,BeiJing,Computer Engineering,Clear,2012-06-04,2012-06-21,17,detail
26,robert860110,F1,Renewal,BeiJing,EE,Clear,2012-06-04,2012-06-26,22,detail
27,welcome_andy,F1,Renewal,BeiJing,EE,Clear,2012-06-04,2012-07-13,39,detail
28,jytang,H1,Renewal,HongKong,Chemistry,Clear,2012-06-04,2012-07-06,32,detail
29,lyggd,F1,Renewal,BeiJing,atmosphere science,Pending,2012-06-04,0000-00-00,2445,detail
30,spombe,J1,Renewal,BeiJing,Biochemistry,Clear,2012-06-04,2012-06-21,17,detail
31,9hospital,F1,New,ShangHai,Computer Science,Clear,2012-06-04,2012-06-27,23,detail
32,maqm,F1,New,BeiJing,computer science,Clear,2012-06-05,2012-06-21,16,detail
33,hope,F1,Renewal,BeiJing,Computer Science,Clear,2012-06-05,2012-06-25,20,detail
34,dxf,F1,New,BeiJing,CS,Clear,2012-06-05,2012-07-27,52,detail
35,ahy,F1,Renewal,Europe,Applied Math,Clear,2012-06-05,2012-07-12,37,detail
36,Harveson,F1,Renewal,BeiJing,EE,Clear,2012-06-05,2012-06-21,16,detail
37,m535867406,J1,New,ChengDu,PR,Clear,2012-06-05,2012-06-26,21,detail
38,65900931,F1,New,ShangHai,Bioinformatics,Clear,2012-06-05,2012-07-02,27,detail
39,jxy,F1,New,BeiJing,ME,Clear,2012-06-05,2012-06-25,20,detail
40,wq,F1,New,BeiJing,ME,Clear,2012-06-05,2012-06-25,20,detail
41,mynamehaopeng,F1,Renewal,BeiJing,Electrical Engineering,Pending,2012-06-05,0000-00-00,2444,detail
42,morning,F1,New,GuangZhou,Computer Engineering,Clear,2012-06-05,2012-06-26,21,detail
43,coje,F1,New,BeiJing,Biology,Clear,2012-06-05,2012-06-25,20,detail
44,Chuan,F1,New,BeiJing,chemical engineering,Clear,2012-06-05,2012-06-21,16,detail
45,hemaox,J1,New,BeiJing,Chemistry,Clear,2012-06-06,2012-06-25,19,detail
46,jadeyang79,H1,Renewal,ShangHai,Biology,Clear,2012-06-06,2012-07-13,37,detail
47,hhxu,F1,New,ShangHai,EE Circuit Design,Clear,2012-06-06,2012-07-17,41,detail
48,apollor,F1,New,ShangHai,Physics,Clear,2012-06-06,2012-07-18,42,detail
49,chenyusiyuan,J1,New,BeiJing,Electrical Engineering,Pending,2012-06-06,0000-00-00,2443,detail
50,Linzhi,F1,New,ShenYang,Electrical Engineering,Clear,2012-06-06,2012-07-09,33,detail
51,zhao,H1,New,BeiJing,Biochemistry,Clear,2012-06-06,2012-07-18,42,detail
52,jenny,F1,Renewal,BeiJing,Computer Science,Clear,2012-06-06,2012-06-25,19,detail
53,superdb,J1,New,ChengDu,doctor,Pending,2012-06-06,0000-00-00,2443,detail
54,tadpole,J2,New,BeiJing,N/A,Clear,2012-06-06,2012-06-25,19,detail
55,Nina,H4,New,BeiJing,Computer and information,Clear,2012-06-06,2012-06-26,20,detail
56,lulu,F1,New,BeiJing,Electrical Engineering,Pending,2012-06-06,0000-00-00,2443,detail
57,LLLLL,J1,New,ChengDu,Bio,Clear,2012-06-07,2012-07-03,26,detail
58,Alice_jianan,F1,New,ShangHai,Materials Science,Clear,2012-06-07,2012-06-28,21,detail
59,zxl,F1,Renewal,BeiJing,EE,Clear,2012-06-07,2012-06-28,21,detail
60,aaa,F1,Renewal,BeiJing,physics,Clear,2012-06-07,2012-06-25,18,detail
61,mmdian,F1,Renewal,BeiJing,Computer Engineering,Clear,2012-06-07,2012-06-26,19,detail
62,Veronica41,F1,New,ShangHai,Computer Science,Pending,2012-06-07,0000-00-00,2442,detail
63,Z,F1,New,GuangZhou,Animal Sciences,Clear,2012-06-07,2012-07-05,28,detail
64,jingjingyy1314,F1,Renewal,ShangHai,Chemical & Life Science E,Clear,2012-06-08,2012-07-17,39,detail
65,xzhan,F1,New,BeiJing,ECE,Clear,2012-06-08,2012-07-18,40,detail
66,Gogo,F1,Renewal,BeiJing,CS,Clear,2012-06-08,2012-07-11,33,detail
67,chenji,F1,New,BeiJing,Chemical Engineering,Clear,2012-06-08,2012-07-11,33,detail
68,nqy,J1,New,BeiJing,biochemistry,Clear,2012-06-08,2012-07-10,32,detail
69,limingtao,J1,New,BeiJing,Materials Chemistry,Clear,2012-06-08,2012-07-10,32,detail
70,P*P,F1,Renewal,BeiJing,Materials Science,Clear,2012-06-08,2012-07-15,37,detail
71,dabaitu,F1,New,BeiJing,Mechanical Engineering,Clear,2012-06-08,2012-07-18,40,detail
72,wxx0506,F1,Renewal,BeiJing,Biology,Pending,2012-06-08,0000-00-00,2441,detail
