,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,barley,B1,Renewal,BeiJing,Bio,Pending,2014-11-03,0000-00-00,1563,detail
1,ZHANGYANLIANG,J1,New,ShenYang,Agricultural Engineering,Clear,2014-11-03,2014-11-24,21,detail
2,bin007410,F1,Renewal,ShangHai,Biomedical Engineering,Clear,2014-11-03,2014-11-21,18,detail
3,shanghai1103B,B2,New,ShangHai,MD,Clear,2014-11-03,2014-11-13,10,detail
4,AaronPapa,H1,New,Europe,ECE,Clear,2014-11-03,2014-12-19,46,detail
5,shanghai1103,J1,Renewal,ShangHai,Chemsitry,Clear,2014-11-03,2014-11-21,18,detail
6,muggle,F1,Renewal,ShangHai,CS/AI,Clear,2014-11-03,2014-11-05,2,detail
7,luojing,B2,Renewal,BeiJing,Biochemistry,Clear,2014-11-04,2014-11-24,20,detail
8,xyl000,H1,New,BeiJing,Computer Science,Pending,2014-11-04,0000-00-00,1562,detail
9,Macro,B1,New,BeiJing,EE,Clear,2014-11-04,2014-11-21,17,detail
10,sobasin,B1,New,ShangHai,Bio,Clear,2014-11-04,2014-11-26,22,detail
11,yh`,J1,Renewal,ShangHai,N/A,Clear,2014-11-04,2014-11-14,10,detail
12,hj20141104,B1,New,ChengDu,Computer science and tech,Clear,2014-11-04,2014-11-21,17,detail
13,12345,J2,Renewal,ShangHai,N/A,Clear,2014-11-04,2014-11-05,1,detail
14,wa007,J1,New,ShangHai,Immunology,Clear,2014-11-05,2014-11-26,21,detail
15,zx5337,F1,New,GuangZhou,Computer Science,Clear,2014-11-05,2014-11-25,20,detail
16,wanggenguh,J1,New,GuangZhou,Immuonolgy,Clear,2014-11-05,2014-11-25,20,detail
17,apple,B2,Renewal,GuangZhou,NA,Clear,2014-11-05,2014-11-24,19,detail
18,leobon,F1,Renewal,GuangZhou,Atmosphere Science,Clear,2014-11-05,2014-11-19,14,detail
19,AA004GOKQM,H1,Renewal,Others,telecom engineer,Pending,2014-11-05,0000-00-00,1561,detail
20,kaivisa,B2,New,BeiJing,optics and photonics,Clear,2014-11-06,2014-11-25,19,detail
21,AA004IBEC6,J1,New,ShangHai,chemistry,Clear,2014-11-06,2014-11-25,19,detail
22,chengw,F1,New,ShangHai,Computer Science,Clear,2014-11-06,2014-12-03,27,detail
23,hxg1234,J1,New,ShangHai,materials science,Clear,2014-11-06,2014-11-26,20,detail
24,AA004I7L1S,J1,New,GuangZhou,geography,Pending,2014-11-06,0000-00-00,1560,detail
25,YY,J1,Renewal,BeiJing,chemistry,Clear,2014-11-06,2014-11-25,19,detail
26,zj20141106,J1,New,ShangHai,Biomedicine,Clear,2014-11-06,2014-11-28,22,detail
27,AA004ITKDI,J1,New,BeiJing,wireless communication,Clear,2014-11-06,2014-11-25,19,detail
28,E18692498,J1,New,BeiJing,signal transduction,Pending,2014-11-06,0000-00-00,1560,detail
29,tinyrooo,F2,New,BeiJing,N/A,Clear,2014-11-06,2014-12-02,26,detail
30,jbrookude,H1,New,ShangHai,Biology,Clear,2014-11-07,2014-12-02,25,detail
31,yunfeng,J1,New,BeiJing,Chemistry,Clear,2014-11-07,2014-12-04,27,detail
32,commee,H1,New,HongKong,Chemical Engineering,Clear,2014-11-07,2014-11-24,17,detail
33,G21443219,B1,New,ShangHai,N/A,Pending,2014-11-07,0000-00-00,1559,detail
34,hehe,J1,New,ShangHai,Engineering,Pending,2014-11-07,0000-00-00,1559,detail
35,jasonyin0649,F1,Renewal,ShangHai,EE,Clear,2014-11-07,2014-12-08,31,detail
36,20141107,J1,New,BeiJing,FS,Pending,2014-11-07,0000-00-00,1559,detail
37,AA004IND7O,J2,New,BeiJing,N/A,Clear,2014-11-07,2014-12-02,25,detail
38,AA004IM6T4,F1,New,BeiJing,N/A,Clear,2014-11-07,2014-12-02,25,detail
39,king303,H1,Renewal,Others,Computers,Clear,2014-11-07,2014-12-03,26,detail
40,887,H1,New,ShangHai,bio,Clear,2014-11-07,2014-12-02,25,detail
41,deep,L1,New,Others,N/A,Pending,2014-11-07,0000-00-00,1559,detail
42,ice0000,F1,Renewal,BeiJing,Physics,Clear,2014-11-07,2015-03-03,116,detail
43,Paco,J1,New,BeiJing,Mechanical Engineering,Pending,2014-11-07,0000-00-00,1559,detail
44,brady,H1,New,ShangHai,physics,Clear,2014-11-07,2014-12-05,28,detail
45,Yuhuanqiqi,J1,Renewal,ShangHai,Chemistry,Clear,2014-11-07,2014-12-05,28,detail
46,kuangkuangw,J1,Renewal,BeiJing,Biochemistry and Molecula,Clear,2014-11-10,2014-12-12,32,detail
47,001,H4,New,Mumbai,PhD,Clear,2014-11-10,2014-11-20,10,detail
48,c456,J1,New,BeiJing,biophysics,Clear,2014-11-10,2014-12-08,28,detail
49,possible,J1,New,ShenYang,Bioinformatics,Clear,2014-11-12,2014-12-05,23,detail
50,muhudie,J1,New,ShenYang,Chemistry,Clear,2014-11-12,2014-11-28,16,detail
51,wydstar,B1,New,ShenYang,mechanics,Clear,2014-11-12,2014-11-28,16,detail
52,sg_ca,H1,New,Others,ME,Clear,2014-11-12,2014-12-01,19,detail
53,dwtyfx,J1,New,ShenYang,Bioinformatics,Clear,2014-11-12,2014-12-09,27,detail
54,jia,H1,New,Ottawa,CHEMICAL,Clear,2014-11-12,2014-11-26,14,detail
55,puremi,J1,New,ShangHai,Chemical Biology,Clear,2014-11-12,2014-12-16,34,detail
56,AA004INKPQ,B2,New,ShenYang,Mechanical Engineering,Clear,2014-11-12,2014-12-02,20,detail
57,ckyang127,B1,New,ShangHai,Computer Science,Clear,2014-11-12,2014-12-12,30,detail
58,112333,J1,New,ShangHai,Chemistry,Clear,2014-11-12,2014-12-04,22,detail
59,qrs0000,H1,New,BeiJing,Biochemistry,Clear,2014-11-13,2014-12-08,25,detail
60,winger,H1,Renewal,Europe,Computer Science,Pending,2014-11-13,0000-00-00,1553,detail
61,largegun,L1,New,BeiJing,EE,Pending,2014-11-13,0000-00-00,1553,detail
62,sdu1,L1,Renewal,BeiJing,CS,Clear,2014-11-13,2015-01-29,77,detail
