,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,mjfan9866,L1,Renewal,ShangHai,CS,Clear,2018-04-02,2018-04-27,25,detail
1,highwayzhu,H1,New,ShangHai,Biology---O1,Clear,2018-04-02,2018-04-26,24,detail
2,xx,H1,Renewal,BeiJing,EE,Pending,2018-04-02,0000-00-00,317,detail
3,mmmon,B2,New,BeiJing,Software Engineering,Pending,2018-04-02,0000-00-00,317,detail
4,mysecond,B2,New,BeiJing,cell bio,Clear,2018-04-02,2018-04-24,22,detail
5,ellallallalla,H1,New,ShangHai,CS,Pending,2018-04-02,0000-00-00,317,detail
6,NekoH,H1,New,BeiJing,Cancer Biology,Clear,2018-04-02,2018-04-27,25,detail
7,sunynew,B2,New,ChengDu,Microwave  Tech,Clear,2018-04-02,2018-04-27,25,detail
8,Applebee,F1,Renewal,ShangHai,Chemical Engineering,Clear,2018-04-02,2018-04-27,25,detail
9,hustallen3,H1,Renewal,BeiJing,Materials Science and Eng,Clear,2018-04-02,2018-04-26,24,detail
10,zhengshizhu,H1,New,ShangHai,applied math,Clear,2018-04-02,2018-04-26,24,detail
11,dennisDD,B1,New,ShangHai,SE,Clear,2018-04-02,2018-05-03,31,detail
12,ç�›,B1,New,BeiJing,N/A,Clear,2018-04-02,2018-05-02,30,detail
13,Bella,B1,New,ShangHai,Chemical Engineering,Pending,2018-04-03,0000-00-00,316,detail
14,kaka,B1,New,ShangHai,physics,Pending,2018-04-03,0000-00-00,316,detail
15,Vickylalala,H1,New,ShenYang,EE,Pending,2018-04-03,0000-00-00,316,detail
16,AA007Q0JPE,B1,New,BeiJing,mechanics,Clear,2018-04-03,2018-04-25,22,detail
17,lahm,F1,New,BeiJing,Cell and Molecular Biolog,Pending,2018-04-03,0000-00-00,316,detail
18,abcxin,L1,New,BeiJing,Software Engineering,Clear,2018-04-03,2018-05-04,31,detail
19,jess310t,B2,Renewal,Montreal,ME/CS,Clear,2018-04-03,2018-05-08,35,detail
20,jackchow,L1,New,ChengDu,Aircraft Design Engineeri,Clear,2018-04-03,2018-05-30,57,detail
21,85064447,B1,New,BeiJing,N/A,Pending,2018-04-04,0000-00-00,315,detail
22,RunningMan,B1,New,Toronto,Mechanical Engineering,Clear,2018-04-04,2018-09-12,161,detail
23,hxx9090,F1,New,BeiJing,Data Science,Clear,2018-04-04,2018-05-03,29,detail
24,Yulinglong,B1,New,ShangHai,Food science,Pending,2018-04-04,0000-00-00,315,detail
25,pppp,B1,New,BeiJing,EE,Clear,2018-04-04,2018-05-03,29,detail
26,windcloud,H1,Renewal,BeiJing,Biology,Clear,2018-04-04,2018-04-29,25,detail
27,zero,F2,New,BeiJing,chemical engineering,Clear,2018-04-04,2018-05-03,29,detail
28,kkmaggiec,B2,Renewal,BeiJing,CHEMICAL,Clear,2018-04-04,2018-04-27,23,detail
29,yizhong1990,J1,New,GuangZhou,Bioinformatics,Clear,2018-04-04,2018-04-30,26,detail
30,waitingforitaga,H1,New,ShangHai,Mechanical Engineering,Pending,2018-04-04,0000-00-00,315,detail
31,checkissue,B2,New,BeiJing,EE,Clear,2018-04-04,2018-04-27,23,detail
32,zzmd,F1,New,ShenYang,ECE,Clear,2018-04-04,2018-04-27,23,detail
33,25069845,J1,New,GuangZhou,Rheumatology,Clear,2018-04-04,2018-05-04,30,detail
34,dandan_kokia,L1,New,Others,Communication Engineering,Clear,2018-04-05,2018-06-04,60,detail
35,zzz,B2,New,Others,CHEMICAL,Pending,2018-04-05,0000-00-00,314,detail
36,CK,B2,New,Europe,biomedicine,Clear,2018-04-05,2018-04-26,21,detail
37,believe,B1,New,Europe,EE,Pending,2018-04-05,0000-00-00,314,detail
38,lzntu025,J1,New,Others,Chemical and Biomolecular,Clear,2018-04-06,2018-04-17,11,detail
39,James,F1,New,ShenYang,CS,Clear,2018-04-06,2018-05-02,26,detail
40,westddd123,B2,New,BeiJing,mechanical engineering,Clear,2018-04-06,2018-05-16,40,detail
41,Quinn,B1,New,BeiJing,geology,Clear,2018-04-06,2018-05-07,31,detail
42,146614523370547,F1,New,BeiJing,Materials,Clear,2018-04-09,2018-05-04,25,detail
43,omnifish,F1,Renewal,GuangZhou,chemistry,Clear,2018-04-09,2018-05-10,31,detail
44,ctoecwx,H1,New,ShangHai,O,Pending,2018-04-09,0000-00-00,310,detail
45,vting4u,H1,Renewal,GuangZhou,EE,Clear,2018-04-09,2018-05-04,25,detail
46,metadia,H1,New,ShangHai,EE,Clear,2018-04-09,2018-05-02,23,detail
47,catonroof,J1,New,ChengDu,biomedical engineering,Clear,2018-04-09,2018-05-03,24,detail
48,photonmark,H1,New,ShangHai,EE,Clear,2018-04-09,2018-05-03,24,detail
49,BlaBlaBla,B2,New,BeiJing,Material Engineering,Clear,2018-04-09,2018-05-25,46,detail
50,ziyang,H1,Renewal,BeiJing,EE,Clear,2018-04-09,2018-05-03,24,detail
51,Alicelily0404,F1,New,ShangHai,Chemistry,Clear,2018-04-09,2018-05-04,25,detail
52,35844820,B2,New,BeiJing,Marketing,Pending,2018-04-09,0000-00-00,310,detail
53,6666,F2,New,ChengDu,finance,Pending,2018-04-10,0000-00-00,309,detail
54,greenvis,H4,New,ShangHai,Child Development,Clear,2018-04-10,2018-04-11,1,detail
55,fayehongdou,B2,Renewal,BeiJing,Engineer,Clear,2018-04-10,2018-04-13,3,detail
56,Alicelily0404,F1,New,BeiJing,Chemistry,Pending,2018-04-10,0000-00-00,309,detail
57,AA007RQGO0,J1,Renewal,ShangHai,N/A,Clear,2018-04-10,2018-05-14,34,detail
58,guaiyatouwu,J1,New,ChengDu,Biochemistry,Pending,2018-04-10,0000-00-00,309,detail
59,cmh1995,F1,New,BeiJing,Chemistry Ph. D.,Clear,2018-04-10,2018-05-04,24,detail
60,66destiny,H1,Renewal,ShangHai,CS,Clear,2018-04-10,2018-05-03,23,detail
61,G59797860,J1,New,BeiJing,N/A,Pending,2018-04-10,0000-00-00,309,detail
62,AA007R58HG,B2,New,ShangHai,Computer Science and Tech,Clear,2018-04-10,2018-05-07,27,detail
63,111,J1,Renewal,BeiJing,CS,Clear,2018-04-10,2018-05-04,24,detail
64,Leonardo999,J1,New,BeiJing,CS,Clear,2018-04-10,2018-05-03,23,detail
65,LI YU,B2,New,BeiJing,Pharmacology,Clear,2018-04-10,2018-05-04,24,detail
66,guaiyatouwu,J1,New,ChengDu,Biochemistry,Clear,2018-04-10,2018-05-07,27,detail
67,hahahahaha,B1,New,ShenYang,CS,Clear,2018-04-10,2018-05-17,37,detail
68,ywl-tracy,B1,Renewal,BeiJing,Signal and Information pr,Clear,2018-04-10,2018-05-23,43,detail
69,066123,L1,New,ChengDu,software engineer,Clear,2018-04-10,2018-06-05,56,detail
70,hansonguo,B2,Renewal,ShangHai,Chemical Biology,Clear,2018-04-11,2018-05-03,22,detail
71,Saruika,B2,New,GuangZhou,Petroleum Engineering,Clear,2018-04-11,2018-05-07,26,detail
72,tczhy108,B1,New,Europe,Statistics,Clear,2018-04-11,2018-04-30,19,detail
73,QING,B2,New,ShangHai,Polymer Engineering,Pending,2018-04-11,0000-00-00,308,detail
74,Ariel0115,B1,New,BeiJing,EE,Clear,2018-04-11,2018-05-08,27,detail
75,bilun,B2,New,GuangZhou,CS,Clear,2018-04-11,2018-05-21,40,detail
76,vicky,J1,New,ShenYang,Computer Science,Clear,2018-04-12,2018-05-07,25,detail
77,peter,B2,New,BeiJing,computer science,Clear,2018-04-12,2018-04-17,5,detail
78,Rachele,J1,New,BeiJing,Broadcasting,Clear,2018-04-12,2018-05-14,32,detail
79,leah,B2,New,GuangZhou,EE,Clear,2018-04-12,2018-05-11,29,detail
80,wzhoumit,H1,New,ShangHai,Biochemistry,Clear,2018-04-12,2018-05-08,26,detail
81,wdx07311,F1,Renewal,GuangZhou,material science,Clear,2018-04-12,2018-05-08,26,detail
82,JQ_Rocks,F1,New,BeiJing,Biomedical Eng.,Clear,2018-04-12,2018-05-09,27,detail
83,sanweishuwu,B1,New,BeiJing,EE,Clear,2018-04-12,2018-05-07,25,detail
