,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,WP-Aaron,B1,New,BeiJing,N/A,Pending,2018-06-01,0000-00-00,257,detail
1,AAAAA,J1,New,BeiJing,Computer Science,Clear,2018-06-01,2018-07-03,32,detail
2,bama032,H1,Renewal,BeiJing,geophysics,Clear,2018-06-01,2018-06-05,4,detail
3,MU,B2,New,BeiJing,Advanced Chemical Enginee,Clear,2018-06-01,2018-07-04,33,detail
4,ykameal,B2,New,BeiJing,Biomedical Engineering,Clear,2018-06-01,2018-07-09,38,detail
5,è„†çš®é¸­,F1,New,BeiJing,CS,Clear,2018-06-01,2018-07-06,35,detail
6,TKLINK,F1,New,GuangZhou,CE,Clear,2018-06-01,2018-07-13,42,detail
7,wwwmyzwww,F1,New,BeiJing,EE,Pending,2018-06-01,0000-00-00,257,detail
8,qhn0725,J2,New,BeiJing,Chemical engineering,Clear,2018-06-01,2018-06-28,27,detail
9,wwpp,J1,New,BeiJing,Biomedical Engineering,Clear,2018-06-01,2018-07-10,39,detail
10,annabellepp,H1,New,Others,EE,Clear,2018-06-01,2018-07-10,39,detail
11,Espect,F1,New,ChengDu,Computer Engineering,Clear,2018-06-01,2018-07-03,32,detail
12,romeo,H1,New,ShangHai,CS,Clear,2018-06-01,2018-07-11,40,detail
13,tron,F1,Renewal,BeiJing,EE,Clear,2018-06-01,2018-07-03,32,detail
14,sz96,J1,New,BeiJing,Chemistry,Pending,2018-06-01,0000-00-00,257,detail
15,ãƒ�ãƒ—ãƒƒãƒ†ãƒ”,F1,New,ShangHai,CS,Clear,2018-06-01,2018-07-02,31,detail
16,sxc562586657,F1,New,BeiJing,CS,Clear,2018-06-01,2018-07-10,39,detail
17,Ddee,B2,New,Europe,Mechanical Engineering,Clear,2018-06-01,2018-07-11,40,detail
18,æŠ¥æ•°æ�®æ±‚è¿‡,F1,New,GuangZhou,CS,Pending,2018-06-01,0000-00-00,257,detail
19,conan,F1,New,ShangHai,biochemisry,Clear,2018-06-01,2018-07-10,39,detail
20,ysyncby,F1,New,ShangHai,ECE,Clear,2018-06-01,2018-07-10,39,detail
21,Jackol,F1,New,GuangZhou,Electrical Engineering,Pending,2018-06-01,0000-00-00,257,detail
22,wwLpp,J2,New,BeiJing,Biochemistry,Clear,2018-06-01,2018-07-09,38,detail
23,small_reynard,F1,New,BeiJing,CS,Clear,2018-06-01,2018-07-19,48,detail
24,checkstatus,F1,New,BeiJing,Computer Software Enginee,Clear,2018-06-02,2018-06-25,23,detail
25,clVZO,F1,Renewal,BeiJing,Biochemistry,Clear,2018-06-04,2018-07-10,36,detail
