,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,vivianjing,H1,New,BeiJing,Econ,Clear,2017-02-01,2017-02-23,22,detail
1,lovegod,H1,New,ShangHai,N/A,Clear,2017-02-01,2017-02-15,14,detail
2,jwang,H1,Renewal,ShangHai,cs,Pending,2017-02-01,0000-00-00,742,detail
3,muaquanquan,F1,Renewal,ShangHai,pharmaceutical/opt,Pending,2017-02-01,0000-00-00,742,detail
4,xiangyu,B1,New,Europe,Electronics Engineering,Clear,2017-02-01,2017-02-22,21,detail
5,chee,H1,New,BeiJing,architecture,Clear,2017-02-01,2017-02-27,26,detail
6,loveday,H1,New,ShangHai,cs,Clear,2017-02-02,2017-02-14,12,detail
7,AA006OTR8M,B2,New,BeiJing,ICT,Pending,2017-02-02,0000-00-00,741,detail
8,dog,F1,Renewal,BeiJing,Chemical Engineering,Clear,2017-02-02,2017-02-22,20,detail
9,ss,L1,New,BeiJing,N/A,Clear,2017-02-02,2017-02-27,25,detail
10,BK,J1,New,ShangHai,Probability Theory and M,Clear,2017-02-02,2017-02-21,19,detail
11,ruiqi,F1,Renewal,BeiJing,EE,Clear,2017-02-02,2017-02-22,20,detail
12,mutian,H1,New,ShangHai,biostats,Pending,2017-02-03,0000-00-00,740,detail
13,abyssal,B2,New,Europe,Statistics,Clear,2017-02-03,2017-02-16,13,detail
14,chenyi1008,H1,Renewal,BeiJing,Information System,Clear,2017-02-03,2017-02-23,20,detail
15,AA006O9ONU,B2,New,BeiJing,Accounting,Clear,2017-02-03,2017-03-01,26,detail
16,Starforge,B1,New,BeiJing,Computer Science,Pending,2017-02-06,0000-00-00,737,detail
17,tjhe,H1,New,ShangHai,EE,Clear,2017-02-06,2017-02-27,21,detail
18,blankpage2016,H4,New,ShangHai,CS,Pending,2017-02-06,0000-00-00,737,detail
19,Darcy,B1,New,BeiJing,Food Science,Clear,2017-02-06,2017-02-24,18,detail
20,helloworldvisa,B1,Renewal,ShangHai,EE,Clear,2017-02-06,2017-03-16,38,detail
21,lllll,B2,New,ShangHai,Materials,Clear,2017-02-06,2017-03-16,38,detail
22,myrain2002,H1,New,BeiJing,ECE,Clear,2017-02-06,2017-03-10,32,detail
23,allthebest,H1,New,ShangHai,physics,Pending,2017-02-06,0000-00-00,737,detail
24,greenapple,F1,New,BeiJing,N/A,Pending,2017-02-07,0000-00-00,736,detail
25,greenapple,J1,New,BeiJing,CS,Clear,2017-02-07,2017-02-24,17,detail
26,Rochambeau,B2,New,Europe,Analytical Chemistry,Clear,2017-02-07,2017-02-28,21,detail
27,sad,B1,New,BeiJing,chemical enginneering,Clear,2017-02-07,2017-03-07,28,detail
28,QQ,L1,Renewal,ShangHai,Business Administration,Clear,2017-02-07,2017-02-16,9,detail
29,visaparis,B1,New,Europe,Engineering,Clear,2017-02-07,2017-03-17,38,detail
30,jjj,J1,New,GuangZhou,Biomedical Science,Clear,2017-02-07,2017-02-24,17,detail
31,jyuan86,H1,New,ShangHai,Engineering,Clear,2017-02-07,2017-03-16,37,detail
32,chris,B2,New,ShangHai,ocean engineering,Clear,2017-02-07,2017-03-15,36,detail
33,kyoi,H1,Renewal,BeiJing,CS,Clear,2017-02-07,2017-03-14,35,detail
34,speedstar,H1,New,BeiJing,CS,Pending,2017-02-08,0000-00-00,735,detail
35,mouseking,F1,Renewal,ShangHai,Biostat,Clear,2017-02-08,2017-03-07,27,detail
36,jayme111,B2,New,ShangHai,Mechanical Engineering,Clear,2017-02-08,2017-02-15,7,detail
37,iris,F1,Renewal,BeiJing,esl,Clear,2017-02-08,2017-02-16,8,detail
38,aa006,L1,New,ShangHai,CS,Clear,2017-02-08,2017-03-16,36,detail
39,rita007,B2,New,BeiJing,chemistry,Clear,2017-02-08,2017-03-10,30,detail
40,liuys2016,B1,New,BeiJing,art,Pending,2017-02-08,0000-00-00,735,detail
41,speedstar,H1,New,BeiJing,CS,Clear,2017-02-08,2017-02-13,5,detail
42,DK,B2,New,BeiJing,Business,Clear,2017-02-08,2017-02-22,14,detail
43,su,J1,New,BeiJing,ophthalmology,Clear,2017-02-08,2017-02-28,20,detail
44,DuPhDYongZheGe,B1,New,BeiJing,ME (current) MSE (future),Clear,2017-02-08,2017-03-09,29,detail
45,davin888,B1,New,ShangHai,material engineering,Pending,2017-02-08,0000-00-00,735,detail
46,Dxy,F1,Renewal,ShangHai,MeCHE,Pending,2017-02-09,0000-00-00,734,detail
47,kayleewan,F1,New,ShangHai,Liberal arts and sciences,Clear,2017-02-09,2017-02-16,7,detail
48,jzy,B1,Renewal,ShangHai,Geophysics,Clear,2017-02-09,2017-03-02,21,detail
49,apple,B1,New,ShangHai,Software Engineering,Clear,2017-02-09,2017-03-13,32,detail
50,middlebeer,B1,Renewal,BeiJing,Electronic Engineering,Pending,2017-02-09,0000-00-00,734,detail
51,tuqingqing,J1,New,ShangHai,biology,Clear,2017-02-09,2017-03-06,25,detail
52,wj31,J1,New,BeiJing,N/A,Clear,2017-02-09,2017-03-07,26,detail
53,Jun526,J1,New,GuangZhou,Biochemstry and moleculor,Clear,2017-02-09,2017-03-07,26,detail
54,shl,F1,Renewal,BeiJing,Bioengineering,Clear,2017-02-09,2017-03-10,29,detail
55,bingxue,B2,New,BeiJing,N/A,Clear,2017-02-09,2017-03-20,39,detail
56,belmia,H1,New,ShangHai,Chemical Engineering,Clear,2017-02-09,2017-03-14,33,detail
57,applyUS,B1,New,ShangHai,EE（Radar Array）,Clear,2017-02-10,2017-03-06,24,detail
