,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,visa_check1,B1,New,ShangHai,microwave engineering,Clear,2017-03-01,2017-03-17,16,detail
1,roc,B2,New,ShangHai,EE,Clear,2017-03-01,2017-04-03,33,detail
2,roc0424,B2,New,ShangHai,EE,Clear,2017-03-01,2017-04-11,41,detail
3,giantwhitegoose,B1,Renewal,BeiJing,Thermal engineering,Clear,2017-03-01,2017-05-09,69,detail
4,Marsox,B1,New,BeiJing,Cell biologyy,Clear,2017-03-02,2017-03-27,25,detail
5,DZ,B2,New,ShangHai,Chemistry and Biotechnolo,Clear,2017-03-02,2017-03-24,22,detail
6,petshopboy,H1,Renewal,ShangHai,Chemistry,Clear,2017-03-03,2017-04-03,31,detail
7,AA006QA5KS,B2,New,ShangHai,Economic&Management,Clear,2017-03-03,2017-03-13,10,detail
8,Xgeng,J1,New,BeiJing,Biology,Clear,2017-03-03,2017-04-24,52,detail
9,cheng,J1,New,BeiJing,Electronic Engineering,Pending,2017-03-03,0000-00-00,712,detail
10,MUTIAN,H1,Renewal,Vancouver,Electrical Engineering,Clear,2017-03-06,2017-03-27,21,detail
11,xiao6zi,H1,Renewal,BeiJing,Applied Math,Clear,2017-03-06,2017-03-24,18,detail
12,danshui,B1,Renewal,ShangHai,Physics,Clear,2017-03-06,2017-04-07,32,detail
13,xuebinzhang,F1,Renewal,BeiJing,EE,Clear,2017-03-06,2017-03-28,22,detail
14,Y,F1,Renewal,BeiJing,Biology,Pending,2017-03-06,0000-00-00,709,detail
15,bikelost,H1,Renewal,ShangHai,CS/ CE,Clear,2017-03-06,2017-05-09,64,detail
16,yc,F1,Renewal,BeiJing,mse,Clear,2017-03-06,2017-03-31,25,detail
17,supaijust,F1,Renewal,GuangZhou,computer engineering,Clear,2017-03-06,2017-03-21,15,detail
18,shomaro,B1,New,ShangHai,BME,Clear,2017-03-06,2017-03-24,18,detail
19,roycheckee1,B2,New,BeiJing,Thermal Engineering,Clear,2017-03-06,2017-07-05,121,detail
20,farrenwang,B2,New,ShangHai,Textiles,Clear,2017-03-07,2017-04-05,29,detail
21,dn,B1,New,ShangHai,N/A,Pending,2017-03-07,0000-00-00,708,detail
22,youzi,F1,Renewal,GuangZhou,chemistry,Clear,2017-03-07,2017-03-28,21,detail
23,JM,B1,New,ShangHai,Bioinformatics,Pending,2017-03-07,0000-00-00,708,detail
24,mcheng,H1,New,ShangHai,cs,Clear,2017-03-07,2017-03-14,7,detail
25,taoyang,H1,New,ShangHai,CS,Clear,2017-03-07,2017-04-06,30,detail
26,henrymyf,J2,Renewal,ShangHai,Biomedical Engineering,Clear,2017-03-07,2017-03-21,14,detail
27,fatlinwang,B2,New,ShangHai,Civil engineering,Clear,2017-03-07,2017-03-31,24,detail
28,gangan,B2,New,ShangHai,N/A,Clear,2017-03-07,2017-04-06,30,detail
29,slithice,J1,New,ShangHai,Computer Science,Clear,2017-03-07,2017-04-10,34,detail
30,懒懒,J1,New,BeiJing,Biochemistry and Molecula,Pending,2017-03-07,0000-00-00,708,detail
31,lala,J1,New,ShangHai,chemistry,Pending,2017-03-08,0000-00-00,707,detail
32,AA006PWFP4,B1,New,BeiJing,Assistant,Pending,2017-03-08,0000-00-00,707,detail
33,King Kong,B1,New,ShangHai,Microelectronics,Clear,2017-03-08,2017-04-03,26,detail
34,magnet,H1,New,ChengDu,Chemical Engineering,Clear,2017-03-09,2017-03-09,0,detail
35,colin1898,F1,Renewal,Vancouver,Electrical Engineering,Clear,2017-03-09,2017-03-14,5,detail
36,1231412312,B2,Renewal,BeiJing,CS,Clear,2017-03-09,2017-04-03,25,detail
37,moon1988,F1,Renewal,Toronto,CS,Clear,2017-03-09,2017-03-15,6,detail
38,SYD,B1,New,ShangHai,Bioinformatics,Clear,2017-03-09,2017-03-31,22,detail
39,AA006R2QZO,B1,Renewal,BeiJing,ELECTRICAL BUSINESS,Clear,2017-03-09,2017-03-22,13,detail
40,wendong,B1,New,ShangHai,Game,Clear,2017-03-09,2017-03-30,21,detail
41,Smiling Man,B1,Renewal,ShangHai,EE,Clear,2017-03-09,2017-04-03,25,detail
42,zyhjoy009,J1,New,BeiJing,control theory and applic,Clear,2017-03-09,2017-06-22,105,detail
43,ipiszy,H1,New,BeiJing,CS,Clear,2017-03-10,2017-04-07,28,detail
44,HSI_PI,B1,New,Others,EE,Pending,2017-03-10,0000-00-00,705,detail
45,MandyHY,J1,New,ShangHai,hematology,Pending,2017-03-10,0000-00-00,705,detail
46,Qq,B1,New,BeiJing,biotechnology,Pending,2017-03-10,0000-00-00,705,detail
47,AA006QGPR4,B1,New,ChengDu,EE,Clear,2017-03-10,2017-04-06,27,detail
48,Markchle,B2,New,BeiJing,Master of Commerce,Clear,2017-03-10,2017-04-18,39,detail
49,ada312,B2,Renewal,BeiJing,marketing,Clear,2017-03-10,2017-04-12,33,detail
50,sherryai,J1,New,BeiJing,RS,Clear,2017-03-13,2017-04-11,29,detail
51,xin_wang,H1,New,ShangHai,CS,Clear,2017-03-13,2017-04-03,21,detail
52,jessiecyz,H1,New,ShangHai,Statistics,Clear,2017-03-13,2017-03-23,10,detail
53,GG,F1,Renewal,ShangHai,EE,Clear,2017-03-13,2017-04-06,24,detail
54,DanJoyer,F1,Renewal,ShangHai,Chemical engineering,Clear,2017-03-13,2017-04-07,25,detail
55,XFSZ,B1,New,BeiJing,MATERIALS SCIENCE,Clear,2017-03-14,2017-03-14,0,detail
56,klinsmann,B2,New,Europe,information security,Clear,2017-03-14,2017-04-09,26,detail
57,jess310t,B2,New,Quebec,ME,Clear,2017-03-14,2017-04-25,42,detail
58,huqian199111,B2,New,BeiJing,Inorganic chemistry,Clear,2017-03-14,2017-04-10,27,detail
59,Slayerboxer,B2,New,ChengDu,Aviation,Clear,2017-03-14,2017-04-06,23,detail
60,rogerguo,B1,New,ShangHai,CS,Clear,2017-03-14,2017-04-06,23,detail
61,myfirst,B1,New,BeiJing,CS,Clear,2017-03-14,2017-04-07,24,detail
62,866158,B2,New,ShangHai,health,Pending,2017-03-14,0000-00-00,701,detail
63,visa17,B1,Renewal,BeiJing,CS,Pending,2017-03-14,0000-00-00,701,detail
64,killertu,J1,New,ShangHai,Genetics,Clear,2017-03-15,2017-04-05,21,detail
65,elisen66,B1,New,BeiJing,CS,Clear,2017-03-15,2017-04-12,28,detail
66,ZXX,B1,New,Others,Chemical Engineering and,Clear,2017-03-15,2017-04-22,38,detail
67,Grady,B1,New,ShangHai,ME,Clear,2017-03-15,2017-05-03,49,detail
68,Nuphen,B1,New,ShangHai,Medical Genetics,Clear,2017-03-16,2017-04-07,22,detail
69,CS2017,B2,New,BeiJing,Computer Science,Clear,2017-03-16,2017-04-11,26,detail
70,lichunpu,J1,New,ShangHai,oncology,Pending,2017-03-16,0000-00-00,699,detail
71,seaw,B1,New,ShangHai,Mechanical Engineering,Pending,2017-03-17,0000-00-00,698,detail
72,totao,B1,Renewal,BeiJing,Chemical Engineering,Clear,2017-03-17,2017-04-19,33,detail
73,njwind,F1,Renewal,BeiJing,Chemical Engineering,Pending,2017-03-17,0000-00-00,698,detail
74,AA006RIRNO,B2,New,ChengDu,NA,Pending,2017-03-17,0000-00-00,698,detail
75,AA006EJT4Q,J1,New,ShangHai,Measuring and Testing Tec,Clear,2017-03-17,2017-04-20,34,detail
76,VsonicV,H1,New,BeiJing,CS,Clear,2017-03-17,2017-04-24,38,detail
77,HappyJoey,L1,New,ShangHai,N/A,Clear,2017-03-17,2017-04-24,38,detail
78,HappyJoey,L2,New,ShangHai,N/A,Clear,2017-03-17,2017-05-02,46,detail
79,AA006SISAM,F1,New,ShangHai,Chemistry,Clear,2017-03-17,2017-06-15,90,detail
80,yijiem,H1,New,ShangHai,CS,Pending,2017-03-20,0000-00-00,695,detail
81,iamforresthaha,H1,New,ShangHai,CS,Clear,2017-03-20,2017-03-23,3,detail
82,RDRCWHU,B1,New,BeiJing,EE,Clear,2017-03-20,2017-04-19,30,detail
83,cc2014cc,B1,New,GuangZhou,CS,Clear,2017-03-20,2017-04-22,33,detail
84,leonking,L1,New,ShangHai,Mechanical Engineering,Clear,2017-03-20,2017-03-31,11,detail
85,youxionly@outlo,L1,New,ShangHai,CS,Clear,2017-03-20,2017-04-06,17,detail
86,naohjohn,B1,New,GuangZhou,Physics,Pending,2017-03-20,0000-00-00,695,detail
87,AA006RUC0A,B1,New,BeiJing,N/A,Pending,2017-03-20,0000-00-00,695,detail
88,PPPY,B2,New,BeiJing,EE,Clear,2017-03-20,2017-04-24,35,detail
89,AA006R6JJC,H1,Renewal,BeiJing,N/A,Pending,2017-03-20,0000-00-00,695,detail
90,wyd,H1,New,ShangHai,finance,Clear,2017-03-21,2017-03-28,7,detail
91,hww,B1,New,BeiJing,CS,Clear,2017-03-21,2017-05-02,42,detail
