,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,AA0072ZA7,F1,New,BeiJing,N/A,Pending,2017-08-01,0000-00-00,561,detail
1,WhereisMyVisa,F1,Renewal,ShangHai,BME,Clear,2017-08-01,2017-08-25,24,detail
2,AA0073YGTU,J1,New,BeiJing,Cancer,Clear,2017-08-01,2017-08-30,29,detail
3,zouyinrong,B2,New,GuangZhou,communication and electri,Pending,2017-08-01,0000-00-00,561,detail
4,AA00735OCI,F1,Renewal,BeiJing,Biostatistics,Clear,2017-08-01,2017-08-28,27,detail
5,AA0074F3OC,F1,New,HongKong,Mechanical Engineering,Clear,2017-08-01,2017-08-22,21,detail
6,AA0074,F1,Renewal,BeiJing,N/A,Clear,2017-08-01,2018-05-18,290,detail
7,AA0075IJK4,B1,New,ShangHai,Information Security,Clear,2017-08-01,2017-09-12,42,detail
8,CornellDT,F1,Renewal,ChengDu,Engineering Management,Clear,2017-08-01,2017-08-24,23,detail
9,AA0070FCWU,H1,Renewal,ShangHai,chemistry,Clear,2017-08-01,2017-08-31,30,detail
10,AA00742NG8,L2,New,BeiJing,Micro Electronics,Pending,2017-08-01,0000-00-00,561,detail
11,ngao,H1,New,BeiJing,N/A,Clear,2017-08-01,2017-09-13,43,detail
12,AA0073T0HU,J1,New,BeiJing,pratacultural science,Pending,2017-08-02,0000-00-00,560,detail
13,Sito,B1,New,BeiJing,N/A,Clear,2017-08-02,2017-08-29,27,detail
14,Meridian,B1,New,BeiJing,CS,Clear,2017-08-02,2017-08-29,27,detail
15,Jiu,F1,New,ShangHai,Statistics,Reject,2017-08-02,2017-09-01,30,detail
16,Simon,J1,New,ShenYang,Civil Engineering,Clear,2017-08-02,2017-08-25,23,detail
17,AA0074QZ58,L1,Renewal,ShangHai,N/A,Clear,2017-08-02,2017-08-28,26,detail
18,bing,H1,New,ShangHai,Information Management,Clear,2017-08-02,2017-08-22,20,detail
19,qrs,H1,Renewal,ShangHai,Information(MSI),Clear,2017-08-02,2017-08-22,20,detail
20,Hopeforarapidpr,F1,Renewal,ShangHai,Epi,Clear,2017-08-02,2017-09-05,34,detail
21,you天才,F1,New,ShenYang,BME,Clear,2017-08-02,2017-08-23,21,detail
22,GoodLuck,J1,New,BeiJing,Chemical Engineering,Clear,2017-08-02,2017-08-25,23,detail
23,ly930121000,F1,Renewal,ShangHai,Cell and Molecular Biolog,Pending,2017-08-02,0000-00-00,560,detail
24,AA0074L,F1,New,BeiJing,bioinformatics,Clear,2017-08-02,2017-08-25,23,detail
25,sgoatzzll,B1,New,ShangHai,Communication and Informa,Clear,2017-08-02,2017-08-31,29,detail
26,AA0075#,J1,New,ChengDu,Biophysics,Clear,2017-08-03,2017-08-25,22,detail
27,luyongzong,J1,New,ShangHai,Agricultural Engineering,Clear,2017-08-03,2017-08-30,27,detail
28,lllyyy,J1,New,ChengDu,biomedicine,Clear,2017-08-03,2017-08-25,22,detail
29,cai,F1,New,BeiJing,ECE,Clear,2017-08-03,2017-09-04,32,detail
30,sadness,F1,New,BeiJing,BA,Pending,2017-08-03,0000-00-00,559,detail
31,AA0074XXXX,B1,New,BeiJing,CHEMISTRY,Clear,2017-08-03,2017-08-31,28,detail
32,AA0073S,F1,Renewal,BeiJing,Children Studies,Clear,2017-08-03,2017-08-31,28,detail
33,superbonnie,J1,New,BeiJing,Cell Biology,Clear,2017-08-03,2017-08-29,26,detail
34,AA00746II2,J1,New,BeiJing,Cartography and geography,Clear,2017-08-03,2017-08-31,28,detail
35,一个月,B2,New,ShangHai,医学,Clear,2017-08-03,2017-09-05,33,detail
36,lovetanchang,J1,Renewal,GuangZhou,Automation,Clear,2017-08-03,2017-08-25,22,detail
37,AA0074,B1,New,BeiJing,engineering,Clear,2017-08-03,2017-09-12,40,detail
38,public,B1,New,BeiJing,气象,Clear,2017-08-03,2017-09-12,40,detail
39,wayneblue,B2,New,BeiJing,power system,Clear,2017-08-03,2017-09-18,46,detail
40,AA0073YMRM,F1,Renewal,ShangHai,Mechanical Engineering,Clear,2017-08-04,2017-08-30,26,detail
41,sunnnywang,F1,Renewal,BeiJing,Electrical Engineering,Clear,2017-08-04,2017-09-07,34,detail
42,ave123,B2,New,BeiJing,财务,Clear,2017-08-04,2017-08-25,21,detail
43,AA00756EVU,B2,New,BeiJing,Museum studies,Clear,2017-08-04,2017-08-15,11,detail
44,woshixiong,J1,New,ChengDu,BME,Clear,2017-08-04,2017-08-28,24,detail
45,chemcheck,H1,New,ShangHai,Chemsitry,Clear,2017-08-04,2017-08-29,25,detail
46,AA0074S**6,B2,New,BeiJing,ACCOUNTING,Clear,2017-08-04,2017-08-21,17,detail
47,AA00756LW8,B2,New,BeiJing,control theory,Clear,2017-08-04,2017-09-01,28,detail
48,Xiangxiang,H1,Renewal,GuangZhou,Geophysics,Clear,2017-08-04,2017-08-29,25,detail
49,TT,B1,Renewal,Others,Medicine,Clear,2017-08-04,2017-08-30,26,detail
50,HKHK,B1,New,ShangHai,EE,Clear,2017-08-04,2017-09-06,33,detail
51,AA0074ZZB4,H1,Renewal,BeiJing,Solar,Clear,2017-08-04,2017-09-05,32,detail
52,AA00758IVU,B1,New,GuangZhou,N/A,Pending,2017-08-04,0000-00-00,558,detail
53,AA075*,F1,New,ChengDu,Computer engineering,Clear,2017-08-04,2017-09-05,32,detail
54,XXDD,B2,New,ShangHai,CS,Clear,2017-08-04,2017-09-13,40,detail
55,AA-NUAA,J1,New,ShangHai,工程力学,Clear,2017-08-04,2017-09-11,38,detail
56,Twolong,H1,New,BeiJing,IA,Pending,2017-08-06,0000-00-00,556,detail
57,superbomb,H1,Renewal,BeiJing,EE,Pending,2017-08-07,0000-00-00,555,detail
58,Vivi,H1,Renewal,BeiJing,CS,Pending,2017-08-07,0000-00-00,555,detail
59,pjpm,F2,New,BeiJing,Chemistry,Clear,2017-08-07,2017-08-29,22,detail
60,anmour,F1,Renewal,ShangHai,Industrial Engineering,Clear,2017-08-07,2017-08-31,24,detail
61,Chillypig,H1,New,BeiJing,Mechanical Engineering,Clear,2017-08-07,2017-08-14,7,detail
62,xbing,H1,Renewal,BeiJing,Computer science,Pending,2017-08-07,0000-00-00,555,detail
63,peizhi,B1,New,ShangHai,Industrial Engineering,Clear,2017-08-07,2017-10-12,66,detail
64,wilawilawila,H1,Renewal,ShangHai,CS,Clear,2017-08-07,2017-09-06,30,detail
65,pomodoro,L2,New,ShangHai,Chemistry,Clear,2017-08-07,2017-09-06,30,detail
66,Crazy,H1,Renewal,BeiJing,CS,Clear,2017-08-07,2017-09-05,29,detail
67,AA0073,J1,New,BeiJing,EE,Pending,2017-08-07,0000-00-00,555,detail
68,JL_AA0072F934,H1,Renewal,ShangHai,Biology,Clear,2017-08-07,2017-09-15,39,detail
69,AA0075VBH6,B1,New,BeiJing,engineering,Pending,2017-08-07,0000-00-00,555,detail
70,AA0074TXW0,B1,New,BeiJing,N/A,Clear,2017-08-07,2017-09-13,37,detail
71,herow,B2,New,BeiJing,Biology,Pending,2017-08-07,0000-00-00,555,detail
72,AA00753604,B1,New,BeiJing,N/A,Pending,2017-08-07,0000-00-00,555,detail
73,AA0076DFQO,B2,New,ShangHai,Micro Electronic,Clear,2017-08-07,2017-09-14,38,detail
74,AA0074NDP6,B1,New,Europe,Biological Sciences,Clear,2017-08-07,2017-09-14,38,detail
75,qwerty,L1,Renewal,ShangHai,Micro Electronics,Clear,2017-08-07,2017-09-20,44,detail
