,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,dolong,H4,New,Others,Chemistry,Clear,2008-12-01,2009-03-17,106,detail
1,piglet,J2,,BeiJing,CS,Clear,2008-12-01,2009-03-13,102,detail
2,Kevin,J1,Renewal,BeiJing,Biochemistry,Clear,2008-12-01,2009-03-17,106,detail
3,jzl,H1,Renewal,BeiJing,Materials Science,Clear,2008-12-02,2009-03-19,107,detail
4,heartlake,H1,Renewal,BeiJing,Neuroscience,Clear,2008-12-02,2009-03-17,105,detail
5,zerocool,H1,Renewal,ShangHai,CS,Clear,2008-12-03,2009-03-19,106,detail
6,oldloser,H1,Renewal,BeiJing,EE,Clear,2008-12-03,2009-03-20,107,detail
7,sunrising,F1,Renewal,ShangHai,ME,Clear,2008-12-03,2009-03-18,105,detail
8,conky_boy,J1,New,ShangHai,condensed matter physics,Clear,2008-12-03,2009-03-18,105,detail
9,Technicolor,B2,New,Others,Physics,Clear,2008-12-03,2009-03-18,105,detail
10,liuliu,J1,New,ShangHai,materials,Clear,2008-12-03,2009-03-18,105,detail
11,scuddingboy,B1,New,BeiJing,Image Processing,Clear,2008-12-03,2009-03-18,105,detail
12,zzqq,J1,New,ShangHai,biology,Clear,2008-12-04,2009-03-17,103,detail
13,sunmoon,F1,Renewal,GuangZhou,CS,Clear,2008-12-04,2009-03-18,104,detail
14,jasonkinglfj,J1,,ShangHai,CE,Clear,2008-12-05,2009-03-23,108,detail
15,liu_haijun,B1,New,BeiJing,N/A,Pending,2008-12-05,0000-00-00,3722,detail
16,zht,J1,,BeiJing,Chemical Engineering,Clear,2008-12-05,2009-03-17,102,detail
17,sqdong,H1,Renewal,GuangZhou,EE,Clear,2008-12-08,2009-03-18,100,detail
18,Dec-08,J1,,ChengDu,N/A,Clear,2008-12-08,2009-03-18,100,detail
19,harrry,H1,Renewal,ShangHai,Physics,Clear,2008-12-08,2009-03-20,102,detail
20,JY,H1,New,GuangZhou,Biology,Clear,2008-12-08,2009-03-20,102,detail
21,9753,H1,Renewal,BeiJing,EE,Clear,2008-12-08,2009-03-19,101,detail
22,Monkeyjun,H1,,ShangHai,biochemistry,Pending,2008-12-08,0000-00-00,3719,detail
23,hsu1225,H1,Renewal,GuangZhou,Biotech,Clear,2008-12-08,2009-03-18,100,detail
24,rrchengdu,H1,Renewal,ChengDu,biology,Clear,2008-12-08,2009-04-09,122,detail
25,chembiochem,H1,Renewal,ShangHai,immunology & chemistry,Clear,2008-12-08,2009-03-17,99,detail
26,mengmarmal,H1,New,ShangHai,CS,Clear,2008-12-08,2009-03-20,102,detail
27,miyayang,H1,New,GuangZhou,Biology & Med.,Clear,2008-12-08,2009-03-18,100,detail
28,taoxr,H1,Renewal,ShangHai,Mol. Bio. and Biochem.,Clear,2008-12-08,2009-03-17,99,detail
29,lsn2000,H1,New,BeiJing,ECE,Clear,2008-12-08,2009-03-17,99,detail
30,foxfox44,H1,Renewal,BeiJing,Chem Eng,Clear,2008-12-09,2009-03-20,101,detail
31,ido,H1,New,BeiJing,Mechanical Engineeri,Clear,2008-12-09,2009-04-30,142,detail
32,john8899,J1,New,ShangHai,Marine Science,Clear,2008-12-09,2009-03-20,101,detail
33,hotwind01,J1,Renewal,BeiJing,ME,Clear,2008-12-09,2009-03-17,98,detail
34,pplong,J1,Renewal,ShangHai,chemistry,Clear,2008-12-09,2009-03-18,99,detail
35,sky200,H1,Renewal,ShangHai,Marine,Clear,2008-12-09,2009-03-20,101,detail
36,likewake,H1,,Others,Physics,Clear,2008-12-09,2009-03-17,98,detail
37,Ryan,F1,New,ShenYang,Aerospace Engineering,Clear,2008-12-09,2009-03-18,99,detail
38,Candy2810,J1,New,BeiJing,Biomedical,Clear,2008-12-09,2009-03-20,101,detail
39,lcdos,H1,,BeiJing,Mechanical,Clear,2008-12-09,2009-03-18,99,detail
40,woodspear,H1,Renewal,BeiJing,EE,Clear,2008-12-09,2009-03-17,98,detail
41,sixthirty,H1,New,ShangHai,Chemistry,Clear,2008-12-09,2009-03-24,105,detail
42,Jerry,J1,Renewal,BeiJing,Biophysics,Clear,2008-12-09,2009-03-17,98,detail
43,Opaque,H1,Renewal,GuangZhou,Biology,Clear,2008-12-09,2009-03-20,101,detail
44,star,J1,Renewal,BeiJing,microbiology,Clear,2008-12-09,2009-03-17,98,detail
45,bham_lion,H1,,ChengDu,Biomedical Engineeri,Clear,2008-12-10,2009-03-20,100,detail
46,bibibo123,H1,Renewal,ChengDu,Civil Engineering,Clear,2008-12-10,2009-03-20,100,detail
47,zx,H1,Renewal,ChengDu,CS,Clear,2008-12-10,2009-03-20,100,detail
48,walberta,J1,New,Vancouver,Materials,Clear,2008-12-10,2009-03-18,98,detail
49,dnarnapro,H1,Renewal,ShangHai,Chemistry,Clear,2008-12-10,2009-03-23,103,detail
50,windyabc,H1,New,ShangHai,Biology,Clear,2008-12-10,2009-03-20,100,detail
51,irasit,F1,Renewal,BeiJing,EE,Clear,2008-12-10,2009-03-18,98,detail
52,killuaustc,H1,New,ShangHai,Biology,Clear,2008-12-10,2009-03-19,99,detail
53,njazma,H1,,ChengDu,chemistry,Clear,2008-12-10,2009-03-19,99,detail
54,whisky,F1,Renewal,BeiJing,EE,Clear,2008-12-10,2009-03-18,98,detail
55,checkee,H1,Renewal,ShangHai,Biology,Clear,2008-12-10,2009-03-10,90,detail
56,jl213,H1,Renewal,ChengDu,Biochemistry,Clear,2008-12-10,2009-03-21,101,detail
57,deepseablueblue,H1,Renewal,ShangHai,chemistry,Clear,2008-12-10,2009-03-24,104,detail
58,cdenen,H1,Renewal,ChengDu,physics,Clear,2008-12-10,2009-03-23,103,detail
59,mememe,J1,Renewal,ShangHai,Physics,Clear,2008-12-10,2009-03-20,100,detail
60,smz,H1,New,Tijuana,CSE / Statistics,Clear,2008-12-11,2009-02-23,74,detail
61,littlegreen,J1,New,BeiJing,Toxicology,Clear,2008-12-11,2009-03-20,99,detail
62,wcadef,J1,Renewal,BeiJing,Chemical Engineering,Clear,2008-12-11,2009-03-20,99,detail
63,suixzh,H1,,BeiJing,biology,Clear,2008-12-11,2009-03-19,98,detail
64,peachnestea,H1,Renewal,ShangHai,Bioinformatics,Clear,2008-12-11,2009-03-23,102,detail
65,philippic,F1,Renewal,ShangHai,Industrial Engineering,Clear,2008-12-11,2009-03-19,98,detail
66,super_wt,J1,,BeiJing,bioinformatics,Clear,2008-12-11,2009-03-20,99,detail
67,unight,F1,,ShangHai,BME,Clear,2008-12-11,2009-03-19,98,detail
68,liting,J1,Renewal,ShangHai,ME,Clear,2008-12-11,2009-03-20,99,detail
69,grace,J1,,BeiJing,Mechanical Engineering,Clear,2008-12-11,2009-03-18,97,detail
70,hzg,H1,Renewal,BeiJing,biology,Clear,2008-12-11,2009-03-18,97,detail
71,r30962,H1,New,BeiJing,Material Science,Clear,2008-12-11,2009-03-17,96,detail
72,hensbcb,F1,Renewal,ShangHai,biochemistry,Clear,2008-12-11,2009-03-23,102,detail
73,baoz,H1,New,Others,Surface Physics,Clear,2008-12-11,2009-04-14,124,detail
74,lvying,F1,Renewal,BeiJing,Biophysics,Clear,2008-12-12,2009-03-18,96,detail
