,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,bobtail,F1,Renewal,BeiJing,EE,Clear,2010-01-04,2010-01-21,17,detail
1,chengdu,F1,Renewal,ChengDu,EE,Clear,2010-01-04,2010-03-23,78,detail
2,yiflin,F2,New,ShangHai,polymer science,Clear,2010-01-04,2010-01-21,17,detail
3,popokaka,F1,Renewal,ShangHai,ME,Clear,2010-01-04,2010-01-20,16,detail
4,plantree,F1,Renewal,BeiJing,ECE,Clear,2010-01-04,2010-01-12,8,detail
5,dwave,F1,Renewal,ShangHai,EE,Clear,2010-01-04,2010-01-15,11,detail
6,Pingyi,F1,Renewal,BeiJing,EE,Clear,2010-01-04,2010-01-21,17,detail
7,19840126,F1,New,BeiJing,"Chemical Engineering, Bio",Clear,2010-01-05,2010-01-15,10,detail
8,luketasly,F1,Renewal,BeiJing,Biochemistry,Clear,2010-01-05,2010-01-15,10,detail
9,lene,F1,Renewal,BeiJing,Computer Art,Clear,2010-01-05,2010-02-19,45,detail
10,bbq,B2,New,BeiJing,language,Clear,2010-01-05,2010-01-16,11,detail
11,jjww,H1,New,Europe,Chemistry,Clear,2010-01-05,2010-01-21,16,detail
12,chemyll,F1,Renewal,ShenYang,chemistry,Pending,2010-01-05,0000-00-00,3326,detail
13,handsome,F1,Renewal,BeiJing,CS,Clear,2010-01-06,2010-01-15,9,detail
14,gto,B1,New,ShangHai,EE,Clear,2010-01-06,2010-01-22,16,detail
15,centrum,F1,Renewal,ShangHai,molecular biology,Clear,2010-01-06,2010-01-13,7,detail
16,silverks,J1,Renewal,ShangHai,chemistry,Clear,2010-01-06,2010-01-15,9,detail
17,20100106,F1,New,GuangZhou,Chemistry,Clear,2010-01-06,2010-01-28,22,detail
18,microkan,H1,Renewal,BeiJing,EE,Clear,2010-01-07,2010-01-20,13,detail
19,haoran,F1,New,BeiJing,EE,Clear,2010-01-07,2010-01-25,18,detail
20,ella511,F1,Renewal,ChengDu,Pharmaceutical sciences,Clear,2010-01-07,2010-01-23,16,detail
21,crying2,H1,Renewal,ShangHai,EE,Pending,2010-01-07,0000-00-00,3324,detail
22,wbhifi,H1,Renewal,ChengDu,EE,Clear,2010-01-08,2010-01-27,19,detail
23,ellesin,H1,Renewal,ChengDu,Materials Science,Clear,2010-01-08,2010-01-25,17,detail
24,musicyy,H1,Renewal,ChengDu,Statistics,Clear,2010-01-08,2010-02-05,28,detail
25,xiaoxiao,B2,New,ShangHai,Astronomy,Clear,2010-01-08,2010-01-27,19,detail
26,Talentzy,F1,Renewal,ShangHai,Bioengineering,Pending,2010-01-10,0000-00-00,3321,detail
27,Talentzy,F1,Renewal,ShangHai,Biomedical Engineering,Pending,2010-01-10,0000-00-00,3321,detail
28,bengbengxiao,J1,New,ShangHai,Pharmacokinetics,Clear,2010-01-11,2010-01-22,11,detail
29,damao,F1,Renewal,BeiJing,Biochemistry,Clear,2010-01-11,2010-01-26,15,detail
30,y,H1,Renewal,BeiJing,CS,Clear,2010-01-11,2010-01-24,13,detail
31,yxww,H1,New,ShangHai,biophysics,Clear,2010-01-11,2010-02-01,21,detail
32,G39613962,F1,Renewal,BeiJing,Computer Eng,Clear,2010-01-12,2010-02-04,23,detail
33,20100112,B1,Renewal,BeiJing,ME,Clear,2010-01-12,2010-01-19,7,detail
34,wwwww,F1,Renewal,BeiJing,N/A,Clear,2010-01-12,2010-01-26,14,detail
35,sdrider,H1,Renewal,Tijuana,ECE,Clear,2010-01-12,2010-02-05,24,detail
36,hua,J1,Renewal,BeiJing,chemical engineering,Clear,2010-01-12,2010-02-12,31,detail
37,flywu,J1,New,BeiJing,Material Science,Clear,2010-01-12,2010-03-19,66,detail
38,TCTC,H1,New,ShangHai,Pharmaceutical science,Clear,2010-01-13,2010-02-02,20,detail
39,checkme,H1,Renewal,ShangHai,N/A,Clear,2010-01-13,2010-01-28,15,detail
40,elecgene,F1,New,ShangHai,EE,Clear,2010-01-13,2010-01-30,17,detail
41,mina,B1,Renewal,ShangHai,chemical,Clear,2010-01-14,2010-01-28,14,detail
42,ys,F1,Renewal,BeiJing,EE,Clear,2010-01-14,2010-01-30,16,detail
43,happy,J1,New,BeiJing,computer application,Clear,2010-01-14,2010-03-09,54,"，确认被check，22天后没有clear，在http://national-academies.org/visas 上登记，一个月后发邮件到visas@nas.edu和""FMJVisas"" ，询问status，均回信。FMJVisas@state.gov回信说平均check时间60天。wait...，45天时收到visas@nas.edu的来信说还处于pending。54天下午收到Beijing_NIV@state.gov的邮件通知已经clear。希望都能尽早clear。签证一方面靠的是运气，一方面是看你的耐心。希望能平心静气的等待，会有clear的那一天。

"">detail"
44,gzj0126,B1,New,ShangHai,BME,Pending,2010-01-14,0000-00-00,3317,detail
45,MorningDew,F1,Renewal,BeiJing,Biochemistry,Clear,2010-01-15,2010-02-03,19,detail
46,pass,J1,New,BeiJing,N/A,Clear,2010-01-15,2010-02-11,27,detail
47,0115,H4,Renewal,ChengDu,EE,Clear,2010-01-15,2010-02-09,25,detail
48,nickool,J1,New,BeiJing,medicine,Clear,2010-01-15,2010-01-28,13,detail
49,Tiger,J2,New,BeiJing,N/A,Clear,2010-01-15,2010-02-11,27,detail
50,Seankok,B1,New,ShenYang,Materials Science and Eng,Clear,2010-01-19,2010-02-08,20,detail
51,1991,B1,New,BeiJing,Oceanography,Clear,2010-01-20,2010-02-04,15,detail
52,haihai,B2,Renewal,ShangHai,Parents N/A,Clear,2010-01-20,2010-09-12,235,detail
53,liping,H1,New,BeiJing,Genetics,Clear,2010-01-21,2010-02-05,15,detail
54,ramonsemi,B1,New,BeiJing,condensed matter physics,Clear,2010-01-22,2010-02-18,27,detail
55,deritha,J1,New,BeiJing,particle physics,Clear,2010-01-22,2010-02-18,27,detail
56,ljstar,H1,Renewal,BeiJing,Computer Science,Clear,2010-01-25,2010-02-19,25,detail
57,dudu,B2,New,ChengDu,N/A,Pending,2010-01-25,0000-00-00,3306,detail
58,returnsoon,F1,Renewal,BeiJing,Bio,Clear,2010-01-25,2010-03-16,50,detail
59,visa2010,B1,New,GuangZhou,Geographic Information Sy,Clear,2010-01-26,2010-02-23,28,detail
60,Tomll,J1,New,ShenYang,Materials,Clear,2010-01-26,2010-04-20,84,detail
61,nwj1000,J1,New,BeiJing,remote sensing,Pending,2010-01-26,0000-00-00,3305,detail
62,ratnest,J1,New,BeiJing,Materail,Clear,2010-01-26,2010-04-16,80,detail
63,nwj1000,J1,New,BeiJing,N/A,Clear,2010-01-26,2010-07-15,170,detail
64,JJ,J1,New,ShangHai,Environmental Science,Clear,2010-01-27,2010-02-24,28,detail
65,blindcrow,J1,New,ShangHai,aerospace,Clear,2010-01-27,2010-04-15,78,detail
66,gloriafu,J1,New,BeiJing,Materials Sci and Eng,Clear,2010-01-28,2010-02-19,22,detail
67,marywjf,F1,Renewal,BeiJing,Chemistry,Clear,2010-01-28,2010-02-19,22,detail
68,myftop,J1,New,BeiJing,chemistry,Clear,2010-01-29,2010-02-19,21,detail
69,reportervisa,H1,Renewal,ShangHai,EE,Clear,2010-01-29,2010-02-19,21,detail
70,ctrc,F1,Renewal,BeiJing,biophysics,Clear,2010-01-29,2010-02-22,24,detail
71,cibaf,F1,Renewal,BeiJing,chemistry,Pending,2010-01-31,0000-00-00,3300,detail
