,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,yyrn888,F1,Renewal,BeiJing,Civil Engineering,Clear,2017-01-03,2017-01-26,23,detail
1,weikengchen,J1,New,GuangZhou,Information Security,Clear,2017-01-03,2017-02-01,29,""">detail"
2,c2issy,F1,Renewal,ShangHai,EE,Clear,2017-01-03,2017-01-26,23,detail
3,Alessio,J1,New,Europe,CS,Clear,2017-01-03,2017-01-24,21,detail
4,qqqqq,F1,Renewal,BeiJing,DS,Pending,2017-01-03,0000-00-00,771,detail
5,wfsuper1,H1,Renewal,ShangHai,EE,Clear,2017-01-03,2017-01-25,22,detail
6,neolovehjy,F1,Renewal,BeiJing,CS,Clear,2017-01-03,2017-01-09,6,detail
7,peizhao,H1,New,BeiJing,Computer Science,Clear,2017-01-03,2017-01-11,8,detail
8,c15418,F1,Renewal,BeiJing,cs,Clear,2017-01-03,2017-03-16,72,detail
9,yecl392,H1,Renewal,ShangHai,IE,Clear,2017-01-03,2017-01-18,15,detail
10,aldot,F1,Renewal,ShangHai,EE,Clear,2017-01-03,2017-01-10,7,detail
11,AA006IK4DK,F1,Renewal,ShangHai,CS,Clear,2017-01-03,2017-01-10,7,detail
12,hiyoung,F1,Renewal,BeiJing,Materials Science and Eng,Clear,2017-01-03,2017-02-04,32,detail
13,z033h384,H1,New,ShangHai,EE,Clear,2017-01-03,2017-01-25,22,detail
14,zerowemoon,B2,New,ShangHai,CS,Clear,2017-01-03,2017-02-13,41,detail
15,joooy,H1,New,Others,EE,Clear,2017-01-03,2017-01-23,20,detail
16,liberalaaa,F1,Renewal,BeiJing,FE,Clear,2017-01-03,2017-02-01,29,detail
17,lambda,F1,Renewal,ShangHai,CS,Clear,2017-01-03,2017-02-02,30,detail
18,qiuwch,F1,Renewal,BeiJing,Computer Science,Clear,2017-01-03,2017-01-26,23,detail
19,zxao,B2,New,ShenYang,Material,Clear,2017-01-03,2017-01-26,23,detail
20,qiuguoqiuguo,H1,New,BeiJing,EE,Clear,2017-01-03,2017-02-02,30,detail
21,ps,F1,Renewal,BeiJing,Statistics,Clear,2017-01-03,2017-01-26,23,detail
22,share,F1,Renewal,BeiJing,EE,Clear,2017-01-03,2017-01-26,23,detail
23,Mike,H1,Renewal,BeiJing,EE,Clear,2017-01-03,2017-02-02,30,detail
24,010317,H1,New,BeiJing,Business,Pending,2017-01-03,0000-00-00,771,detail
25,yuyu,H1,Renewal,BeiJing,N/A,Clear,2017-01-03,2017-02-03,31,detail
26,thehorizonexplo,H1,New,BeiJing,EE,Clear,2017-01-03,2017-02-13,41,detail
27,LiuObama,F1,Renewal,BeiJing,Material Science,Pending,2017-01-03,0000-00-00,771,detail
28,gjl55gjl,H1,New,BeiJing,Environmental Engineering,Clear,2017-01-03,2017-03-07,63,detail
29,vitocorleone,F1,Renewal,BeiJing,Physics and Bioinformatic,Clear,2017-01-03,2017-03-07,63,detail
30,hannahqu,L1,New,BeiJing,English,Pending,2017-01-03,0000-00-00,771,detail
31,Flyback,H1,New,ShangHai,CheE,Clear,2017-01-04,2017-01-26,22,detail
32,groundzyy,F1,Renewal,ShangHai,CS,Clear,2017-01-04,2017-01-24,20,detail
33,terry,F1,New,ShangHai,Chemical Engineering,Clear,2017-01-04,2017-02-03,30,detail
34,Narziss,J1,New,BeiJing,Medicine,Clear,2017-01-04,2017-02-01,28,detail
35,evelynqi,H4,New,BeiJing,accounting,Clear,2017-01-04,2017-02-13,40,detail
36,lolozo,H4,New,BeiJing,cs,Clear,2017-01-04,2017-02-09,36,detail
37,sl32,H1,New,BeiJing,cs,Clear,2017-01-04,2017-02-09,36,detail
38,pwd,H1,New,ChengDu,cs,Pending,2017-01-04,0000-00-00,770,detail
39,chelseajcole,H1,Renewal,ShangHai,Computer Engineering,Pending,2017-01-04,0000-00-00,770,detail
40,kelp,F1,Renewal,BeiJing,Applied Physics,Clear,2017-01-04,2017-02-03,30,detail
