,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,kuaduer,F1,New,Ottawa,CS,Clear,2009-05-04,2009-06-04,31,detail
1,tytjackie,F1,New,ShangHai,Chemistry,Clear,2009-05-04,2009-06-11,38,detail
2,melonxu,F1,New,ShangHai,C.S.,Clear,2009-05-04,2009-06-03,30,detail
3,Puramo,F1,New,ShangHai,Physics,Clear,2009-05-04,2009-06-03,30,detail
4,stanleyli,F1,New,ChengDu,EE,Clear,2009-05-04,2009-06-09,36,detail
5,Johnson SU,H1,New,ShangHai,N/A,Clear,2009-05-04,2009-06-12,39,detail
6,baiaimao,F1,New,ShenYang,ME,Clear,2009-05-04,2009-06-03,30,detail
7,603cq,F1,New,ChengDu,Bio,Clear,2009-05-04,2009-06-05,32,detail
8,sunviva,F1,New,ShangHai,physics,Clear,2009-05-04,2009-06-03,30,detail
9,tony,F1,New,ShangHai,MSE,Clear,2009-05-04,2009-06-02,29,detail
10,xiongy,F1,Renewal,BeiJing,Org Chemistry,Clear,2009-05-04,2009-06-09,36,detail
11,carbondioxide,F1,New,ShangHai,Biomedical Sicences,Clear,2009-05-04,2009-06-02,29,detail
12,Connie,F1,New,GuangZhou,cellular biology,Clear,2009-05-04,2009-06-08,35,detail
13,Marty,F1,Renewal,BeiJing,ME,Clear,2009-05-04,2009-06-02,29,detail
14,weibluce,F1,New,BeiJing,biomedical science,Clear,2009-05-04,2009-06-02,29,detail
15,Foeme,F1,Renewal,Others,Physics,Clear,2009-05-04,2009-06-04,31,detail
16,miki,F1,New,ShangHai,Aerospace Engineering,Clear,2009-05-04,2009-06-03,30,detail
17,visaSupe,F1,New,ChengDu,ECE,Clear,2009-05-04,2009-06-08,35,detail
18,liq836,H1,New,Ottawa,Neuroscience,Clear,2009-05-04,2009-06-04,31,detail
19,oriency,F1,New,BeiJing,EE,Clear,2009-05-04,2009-06-03,30,detail
20,dd,F1,Renewal,ShangHai,EE,Clear,2009-05-04,2009-06-04,31,detail
21,b6122,F1,New,ChengDu,Chemistry,Clear,2009-05-05,2009-05-30,25,detail
