,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,ppmmjj,F2,New,BeiJing,environment sciences,Clear,2016-09-01,2016-09-23,22,detail
1,AA0069ZE3E,B2,New,BeiJing,Material Science,Clear,2016-09-01,2016-10-21,50,detail
2,xiaodong,J1,New,BeiJing,N/A,Pending,2016-09-01,0000-00-00,895,detail
3,XDD,J1,New,Others,N/A,Clear,2016-09-01,2016-09-26,25,detail
4,eeeeee,F1,Renewal,BeiJing,me,Pending,2016-09-01,0000-00-00,895,detail
5,XD,H1,Renewal,ShangHai,ECE,Pending,2016-09-01,0000-00-00,895,detail
6,AA0069ZE3E,B2,New,BeiJing,Material Science,Clear,2016-09-01,2016-10-21,50,detail
7,332211,B2,New,BeiJing,Thermophysics,Clear,2016-09-01,2016-10-14,43,detail
8,forest,J1,New,BeiJing,Materials science,Clear,2016-09-02,2016-10-11,39,detail
9,jys,J1,New,BeiJing,mathematics,Clear,2016-09-02,2016-09-23,21,detail
10,YC,H1,Renewal,ShangHai,Biomedical Engineering,Clear,2016-09-02,2016-09-26,24,detail
11,Lillian2016,B1,New,ShangHai,Mechanical Engineering,Clear,2016-09-02,2016-10-21,49,detail
12,xxs,J1,New,BeiJing,plant genetics and breedi,Clear,2016-09-02,2016-09-23,21,detail
13,LL,B2,New,BeiJing,N/A,Clear,2016-09-02,2016-10-18,46,detail
14,arsenalpan,B1,New,ShangHai,EE,Clear,2016-09-06,2016-10-07,31,detail
15,madpiano,H1,New,BeiJing,EE,Clear,2016-09-06,2016-09-30,24,detail
16,imrascal,J1,New,BeiJing,Physical chemistry,Clear,2016-09-06,2016-10-12,36,detail
17,Z_Sakura,J1,New,BeiJing,Mechanical Engineering,Clear,2016-09-06,2016-09-27,21,detail
18,Sharon,L1,New,BeiJing,N/A,Clear,2016-09-06,2016-11-17,72,detail
19,louiszeng,J1,New,GuangZhou,CS,Clear,2016-09-06,2016-09-23,17,detail
20,Lauretta,H1,New,BeiJing,Accounting,Clear,2016-09-06,2016-09-13,7,detail
21,Jackie,F1,Renewal,ChengDu,Biostatistics,Clear,2016-09-06,2016-09-23,17,detail
22,221g2016,H1,New,Others,N/A,Pending,2016-09-06,0000-00-00,890,detail
23,RW,J1,New,BeiJing,medical physics,Clear,2016-09-06,2016-09-23,17,detail
24,TOW,B1,New,BeiJing,N/A,Clear,2016-09-06,2016-10-11,35,detail
25,gryffinqor,F1,Renewal,ShenYang,Bioengineering,Clear,2016-09-06,2016-09-23,17,detail
26,Jackie,F1,Renewal,ChengDu,N/A,Pending,2016-09-06,0000-00-00,890,detail
27,alishanda,J1,New,BeiJing,Material science,Clear,2016-09-06,2016-09-30,24,detail
28,AA006BZOLA,J1,New,BeiJing,medicine,Clear,2016-09-06,2016-09-30,24,detail
29,Leon,J1,Renewal,BeiJing,EE,Clear,2016-09-06,2016-09-30,24,detail
