,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,pbhaibo,F1,New,BeiJing,Civil Engineering,Clear,2017-04-03,2017-05-05,32,detail
1,Cassie,F1,Renewal,BeiJing,Chemical Engineering,Clear,2017-04-03,2017-05-09,36,detail
2,AA006S3AJS,B1,New,BeiJing,Applied mathematics,Pending,2017-04-03,0000-00-00,681,detail
3,russula,H1,Renewal,BeiJing,ECE,Clear,2017-04-03,2017-05-09,36,detail
4,silent311,H1,Renewal,Vancouver,Atmospheric Chemistry,Clear,2017-04-03,2017-06-08,66,detail
5,theodorehsu,F1,Renewal,ShangHai,MSE,Clear,2017-04-05,2017-05-15,40,detail
6,HappyLife,H4,New,BeiJing,mse,Clear,2017-04-05,2017-05-04,29,detail
7,bws1096,H1,New,ShangHai,Business,Clear,2017-04-05,2017-04-11,6,detail
8,AA006TJX**,F1,Renewal,ShangHai,EE,Clear,2017-04-05,2017-05-09,34,detail
9,felixt,F1,Renewal,ShangHai,MatSci,Clear,2017-04-05,2017-05-12,37,detail
10,julian_ch,B1,New,BeiJing,Microelectronics,Clear,2017-04-05,2017-05-10,35,detail
11,82046,B1,New,ShangHai,Biology,Clear,2017-04-05,2017-05-08,33,detail
12,oooo,L2,New,Others,Physics,Clear,2017-04-05,2017-05-15,40,detail
13,HZ,H1,Renewal,BeiJing,CS,Clear,2017-04-05,2017-05-10,35,detail
14,AA006SWX5E,F1,New,ChengDu,Computer Science,Clear,2017-04-05,2017-05-05,30,detail
15,HNNN,F1,Renewal,ShangHai,Computer Science,Clear,2017-04-05,2017-05-09,34,detail
16,tsj,J1,Renewal,BeiJing,Physics,Clear,2017-04-05,2017-05-10,35,detail
17,check_f1,F1,New,ShangHai,EE,Clear,2017-04-06,2017-05-12,36,detail
18,ItoMima,H1,Renewal,ShangHai,Chemistry,Clear,2017-04-06,2017-05-09,33,detail
19,miemiemie,H1,New,BeiJing,bioinformatic,Clear,2017-04-06,2017-05-10,34,detail
20,loy,B1,New,BeiJing,Material science,Clear,2017-04-06,2017-05-08,32,detail
21,Lillian,F1,New,ShangHai,EE,Clear,2017-04-06,2017-05-10,34,detail
22,Ellie14,H4,New,BeiJing,Chemistry,Clear,2017-04-06,2017-05-10,34,detail
