,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,´¿Éú,H1,Renewal,GuangZhou,Chemistry,Clear,2012-05-02,2012-05-18,16,detail
1,X06,H1,New,Europe,Other,Clear,2012-05-02,2012-05-11,9,detail
2,clumsycat,H1,Renewal,ShenYang,Biomedical sciences,Clear,2012-05-02,2012-05-11,9,detail
3,Snow,F1,Renewal,Vancouver,Chemistry,Clear,2012-05-02,2012-05-16,14,detail
4,gxgxaz,J1,Renewal,BeiJing,NUCLEAR MATERIAL,Clear,2012-05-02,2012-05-22,20,detail
5,xiao,F1,New,BeiJing,EE,Pending,2012-05-02,0000-00-00,2478,detail
6,mzguanglin,J1,New,GuangZhou,Computer Science and Tech,Clear,2012-05-02,2012-05-15,13,detail
7,DongDong,F1,Renewal,GuangZhou,Astrophysics,Clear,2012-05-03,2012-05-29,26,detail
8,zy,B1,New,ShangHai,Biology,Clear,2012-05-03,2012-05-23,20,detail
9,timecoffee,F1,New,ShangHai,Biomedical Sciences,Clear,2012-05-03,2012-05-15,12,detail
10,Sid,F1,New,ChengDu,Atmospheric Science,Clear,2012-05-03,2012-05-17,14,detail
11,Starfall,J1,New,BeiJing,Biology,Clear,2012-05-03,2012-05-18,15,detail
12,jazzkiss,F1,Renewal,BeiJing,Computer Science,Clear,2012-05-03,2012-05-29,26,detail
13,hate_visa,J1,Renewal,Europe,EE,Clear,2012-05-03,2012-05-18,15,detail
14,wscfrank,F1,New,ChengDu,CS,Clear,2012-05-03,2012-05-17,14,detail
15,bowlboy,F1,Renewal,GuangZhou,Biochem,Clear,2012-05-04,2012-05-31,27,detail
16,Derek,B2,New,BeiJing,Network Engineering,Clear,2012-05-04,2012-06-04,31,detail
17,yhzhu,J1,New,BeiJing,biology,Clear,2012-05-04,2012-06-09,36,detail
18,sophiadw,F1,Renewal,ShangHai,Information Science,Clear,2012-05-04,2012-05-22,18,detail
19,firstman,F1,New,BeiJing,Chemical Engineering,Clear,2012-05-04,2012-05-23,19,detail
20,jo,J2,New,BeiJing,Botany,Clear,2012-05-07,2012-06-08,32,detail
21,1984sqq,J1,Renewal,GuangZhou,N/A,Clear,2012-05-07,2012-05-15,8,detail
22,skycolt,H1,New,BeiJing,Biology,Clear,2012-05-07,2012-05-14,7,detail
23,Vanfee,F1,New,ChengDu,EE,Clear,2012-05-07,2012-05-24,17,detail
24,atmos,F1,Renewal,BeiJing,atmospheric sciences,Clear,2012-05-07,2012-05-18,11,detail
25,doctor20,F1,New,ShenYang,chemistry,Clear,2012-05-07,2012-05-22,15,detail
26,Jenny,F1,New,BeiJing,Math,Clear,2012-05-07,2012-05-22,15,detail
27,noom,F1,New,ShenYang,chemistry,Clear,2012-05-07,2012-05-21,14,detail
28,Hate_Check,F1,Renewal,BeiJing,EE,Clear,2012-05-08,2012-05-24,16,detail
29,jings,F1,Renewal,BeiJing,industrial engineering,Pending,2012-05-08,0000-00-00,2472,detail
30,shitaicu,F1,New,ShangHai,cs,Clear,2012-05-08,2012-05-24,16,detail
31,littlestrong,H1,New,Europe,geoscience,Clear,2012-05-08,2012-05-29,21,detail
32,Zero,F1,New,BeiJing,Chemistry,Clear,2012-05-08,2012-05-31,23,detail
33,ss04,H1,Renewal,BeiJing,Pharmacy,Clear,2012-05-08,2012-06-01,24,detail
34,Checked,F1,Renewal,BeiJing,CS,Clear,2012-05-08,2012-05-24,16,detail
35,Westin,F1,New,ShangHai,Pharmaceutical Economics,Clear,2012-05-09,2012-05-22,13,detail
36,OPLSS,F1,New,Vancouver,CS,Clear,2012-05-09,2012-05-29,20,detail
37,liuxinic,F1,New,ChengDu,EE,Clear,2012-05-10,2012-05-22,12,detail
38,clear,F1,New,BeiJing,chemistry,Clear,2012-05-10,2012-05-29,19,detail
39,seiranzcc,F1,New,ChengDu,MPH,Clear,2012-05-10,2012-05-31,21,detail
40,Richie Liu,B1,New,GuangZhou,Electrical Engineering,Clear,2012-05-10,2012-06-02,23,detail
41,2334440,F1,New,ChengDu,cs,Clear,2012-05-10,2012-05-23,13,detail
42,Chou,F1,Renewal,BeiJing,Physics,Clear,2012-05-10,2012-05-30,20,detail
43,G50794175,F1,New,BeiJing,Mechanical Engineering,Clear,2012-05-10,2012-05-25,15,detail
44,hbwhlzw,F1,New,BeiJing,Chemistry,Clear,2012-05-11,2012-06-04,24,detail
45,yxie1986,F1,Renewal,GuangZhou,N/A,Clear,2012-05-11,2012-06-06,26,detail
46,ilisten,F1,Renewal,BeiJing,Optics,Clear,2012-05-11,2012-05-31,20,detail
47,skyy,F1,New,GuangZhou,CS,Clear,2012-05-11,2012-05-31,20,detail
48,xing,F1,New,GuangZhou,Applied Physics,Pending,2012-05-11,0000-00-00,2469,detail
49,pkwsxxsw,B1,New,Others,EE,Pending,2012-05-11,0000-00-00,2469,detail
50,yuyuhappygo,F1,Renewal,GuangZhou,Environmental Engineer an,Pending,2012-05-11,0000-00-00,2469,detail
51,kian,F1,New,GuangZhou,EE,Clear,2012-05-11,2012-05-31,20,detail
