,ID,Visa Type,Visa Entry,US Consulate,Major,Status,Check Date,Complete Date,Waiting Day(s),Details
0,goyalshub,H1,New,NewDelhi,Bio technology,Pending,2016-10-03,0000-00-00,863,detail
1,OTH4,H4,Renewal,Ottawa,Biotechnology,Clear,2016-10-04,2016-10-21,17,detail
2,KidPooh,H1,New,BeiJing,CS,Clear,2016-10-06,2016-10-11,5,detail
3,rs,J1,New,BeiJing,rs,Clear,2016-10-06,2016-10-28,22,detail
4,Asppro,H1,New,BeiJing,Mechanical Engineering,Clear,2016-10-06,2016-10-27,21,detail
5,suuuunny,B1,New,BeiJing,medicine,Clear,2016-10-06,2016-10-13,7,detail
6,JZ,B1,New,ShangHai,N/A,Clear,2016-10-06,2016-10-31,25,detail
7,sweesweeswee,F1,Renewal,ChengDu,Physics,Clear,2016-10-06,2016-10-27,21,detail
8,margaret,H1,New,ShangHai,CS,Clear,2016-10-06,2016-10-24,18,detail
9,tingting,H1,New,ShangHai,Mechanical Engineering,Clear,2016-10-06,2016-10-24,18,detail
10,chaochao,H1,New,BeiJing,CS,Clear,2016-10-06,2016-10-28,22,detail
11,Someguy,B2,New,ShangHai,Information Security,Clear,2016-10-06,2016-10-28,22,detail
12,812357,H1,New,BeiJing,CS,Clear,2016-10-06,2016-10-28,22,detail
13,yike_1022,J1,New,ShangHai,pharmacology,Clear,2016-10-07,2016-11-02,26,detail
14,snoooopy,H1,New,ChengDu,CS,Pending,2016-10-07,0000-00-00,859,detail
15,janny1601,J1,New,BeiJing,N/A,Clear,2016-10-07,2016-10-28,21,detail
16,AA006F81GO,H1,Renewal,BeiJing,Biology,Pending,2016-10-07,0000-00-00,859,detail
17,zhouyu422,J1,New,ChengDu,Genetics,Clear,2016-10-07,2016-10-28,21,detail
18,eazy,H1,New,ShangHai,CE,Clear,2016-10-07,2016-10-30,23,detail
19,hui,H1,Renewal,BeiJing,Physics,Clear,2016-10-07,2016-11-02,26,detail
20,Diandiar,H1,New,BeiJing,Biomedical science,Clear,2016-10-07,2016-10-28,21,detail
21,MPFI,J1,New,BeiJing,Neurobiology,Clear,2016-10-07,2016-11-03,27,detail
22,AA006FBHL8,F1,New,ShangHai,CS,Clear,2016-10-11,2016-10-28,17,detail
23,Fabian,F1,New,ShangHai,Computer Science,Clear,2016-10-11,2016-11-07,27,detail
24,xpp,H1,New,BeiJing,EE,Clear,2016-10-11,2016-10-28,17,detail
25,EMILY,B1,Renewal,BeiJing,sales manager,Clear,2016-10-11,2016-11-15,35,detail
